id,imageCount
MS-00761-1988,1
MS-00763-1988,1
MS-00764-1988,1
MS-00765-1988,1
MS-00765-1988VERSO,0
MS-00766-1988,1
MS-00767-1988,1
MS-00768-1988,1
MS-00769-1988,1
MS-00770-1988,1
MS-00770-1988VERSO,0
MS-00772-1988,1
MS-00773-1988,1
MS-00774-1988,1
MS-00774-1988VERSO,0
MS-00775-1988,1
MS-00776-1988,1
MS-00777-1988,1
MS-00778-1988,1
MS-00779-1988,1
MS-00780-1988,1
MS-00781-1988,1
MS-00782-1988,1
MS-00783-1988,1
MS-00784-1988,1
MS-00785-1988,1
MS-00786-1988,1
MS-00787-1988,2
MS-00788-1988,1
MS-00789-1988,1
MS-00790-1988,1
MS-00791-1988,1
MS-00792-1988,1
MS-00793-1988,1
MS-00794-1988,1
MS-00795-1988,1
MS-00796-1988,1
MS-00797-1988,1
MS-00798-1988,1
MS-00799-1988,1
MS-00800-1988,1
MS-00801-1988,1
MS-00802-1988,1
MS-00803-1988,1
MS-00804-1988,1
MS-00804-1988VERSO,0
MS-00805-1988,1
MS-00806-1988,1
MS-00807-1988,1
MS-00808-1988,2
MS-00809-1988,1
MS-00810-1988,1
MS-00811-1988,1
MS-00812-1988,1
MS-00813-1988,1
MS-00814-1988,1
MS-00815-1988,1
MS-00816-1988,3
MS-00817-1988,2
MS-00818-1988,2
MS-00819-1988,1
MS-00820-1988,1
MS-00821-1988,1
MS-00822-1988,1
MS-00823-1988,1
MS-00824-1988,1
MS-00825-1988,1
MS-00826-1988,1
MS-00827-1988,1
MS-00828-1988,1
MS-00829-1988,1
MS-00830-1988,1
MS-00831-1988,1
MS-00832-1988,1
MS-00833-1988,1
MS-00834-1988,1
MS-00835-1988,1
MS-00836-1988,1
MS-00837-1988,2
MS-00838-1988,1
MS-00839-1988,1
MS-00840-1988,1
MS-00841-1988,2
MS-00842-1988,1
MS-00843-1988,1
MS-00844-1988,1
MS-00846-1988,1
MS-00847-1988,1
MS-00848-1988,1
MS-00849-1988,1
MS-00850-1988,2
MS-00851-1988,2
MS-00852-1988,1
MS-00853-1988,1
MS-00854-1988,1
MS-00855-1988,1
MS-00856-1988,1
MS-00857-1988,1
MS-00858-1988,1
MS-00859-1988,1
MS-00860-1988,1
MS-00861-1988,1
MS-00862-1988,1
MS-00863-1988,1
MS-00864-1988,1
MS-00865-1988,1
MS-00866-1988,1
MS-00867-1988,1
MS-00868-1988,1
MS-00869-1988,1
MS-00870-1988,1
MS-00871-1988,3
MS-00871-1988VERSO,1
MS-00872-1988,2
MS-00873-1988,1
MS-00874-1988,1
MS-00875-1988,1
MS-00876-1988,1
MS-00877-1988,1
MS-00878-1988,1
MS-00879-1988,1
MS-00880-1988,1
MS-00881-1988,1
MS-00882-1988,1
MS-00883-1988,1
MS-00884-1988,1
MS-00885-1988,1
MS-00887-1988,1
MS-00888-1988,1
MS-00889-1988,1
MS-00890-1988,1
MS-00891-1988,1
MS-00892-1988,1
MS-00893-1988,1
MS-00894-1988,1
MS-00895-1988,1
MS-00896-1988,1
MS-00897-1988,1
MS-00898-1988,1
MS-00898-1988VERSO,0
MS-00899-1988,1
MS-00900-1988,1
MS-00901-1988,1
MS-00902-1988,1
MS-00903-1988,1
MS-00903-1988VERSO,0
MS-00904-1988,1
MS-00905-1988,1
MS-00906-1988,1
MS-00907-1988,1
MS-00908-1988,1
MS-00909-1988,1
MS-00909-1988VERSO,0
MS-00910-1988,1
MS-00911-1988,1
MS-00912-1988,1
MS-00913-1988,1
MS-00914-1988,1
MS-00916-1988,1
MS-00917-1988,1
MS-00918-1988,1
MS-00919-1988,1
MS-00920-1988,1
MS-00921-1988,1
MS-00922-1988,1
MS-00923-1988,1
MS-00924-1988,1
MS-00925-1988,1
MS-00927-1988,1
MS-00928-1988,1
MS-00929-1988,1
MS-00930-1988,1
MS-00931-1988,1
MS-00932-1988,1
MS-00933-1988,1
MS-00934-1988,1
MS-00935-1988,1
MS-00936-1988,1
MS-00937-1988,1
MS-00938-1988,1
MS-00939-1988,1
MS-00940-1988,1
MS-00941-1988,1
MS-00942-1988,1
MS-00943-1988,1
MS-00944-1988,1
MS-00945-1988,1
MS-00947-1988,1
MS-00948-1988,1
MS-00949-1988,1
MS-00950-1988,1
MS-00951-1988,1
MS-00952-1988,1
MS-00953-1988,1
MS-00954-1988,1
MS-00955-1988,1
MS-00956-1988,1
MS-00957-1988,1
MS-00958-1988,1
MS-00959-1988,1
MS-00960-1988,1
MS-00961-1988,1
MS-00962-1988,1
MS-00963-1988,1
MS-00964-1988,1
MS-00965-1988,1
MS-00966-1988,1
MS-00967-1988,1
MS-00968-1988,1
MS-00969-1988,1
MS-00970-1988,1
MS-00971-1988,1
MS-00972-1988,1
MS-00973-1988,1
MS-00974-1988,1
MS-00975-1988,1
MS-00976-1988,1
MS-00977-1988,1
MS-00978-1988,1
MS-00979-1988,1
MS-00980-1988,1
MS-00981-1988,1
MS-00982-1988,1
MS-00983-1988,1
MS-00984-1988,1
MS-00985-1988,1
MS-00986-1988,1
MS-00987-1988,1
MS-00988-1988-1,0
MS-00988-1988-2,0
MS-00988-1988-2,0
MS-00989-1988,1
MS-00990-1988,1
MS-00991-1988,1
MS-00992-1988,1
MS-00993-1988,2
MS-00994-1988,1
MS-00995-1988,2
MS-00996-1988,1
MS-00997-1988,2
MS-00998-1988,1
MS-00999-1988,1
MS-01001-1988,1
MS-01003-1988,0
MS-01004-1988,1
MS-01005-1988,1
MS-01006-1988,1
MS-01007-1988,1
MS-01008-1988,1
MS-01009-1988,1
MS-01010-1988,1
MS-01011-1988,1
MS-01012-1988,1
MS-01013-1988,1
MS-01014-1988,1
MS-01015-1988,1
MS-01016-1988,1
MS-01017-1988,1
MS-01018-1988,1
MS-01019-1988,1
MS-01020-1988,1
MS-01021-1988,1
MS-01022-1988,1
MS-01023-1988,1
MS-01024-1988,1
MS-01025-1988,1
MS-01026-1988,1
MS-01027-1988,1
MS-01028-1988,1
MS-01029-1988,1
MS-01030-1988,1
MS-01031-1988,1
MS-01032-1988,1
MS-01033-1988,1
MS-01034-1988,1
MS-01035-1988,1
MS-01036-1988,1
MS-01037-1988,1
MS-01038-1988,1
MS-01039-1988,1
MS-01040-1988,1
MS-01041-1988,1
MS-01042-1988,1
MS-01043-1988,1
MS-01044-1988,1
MS-01045-1988,2
MS-01046-1988,2
MS-01047-1988,1
MS-01048-1988,1
MS-01049-1988,1
MS-01050-1988,1
MS-01051-1988,1
MS-01052-1988,1
MS-01053-1988,1
MS-01054-1988,1
MS-01055-1988,2
MS-01056-1988,1
MS-01057-1988,1
MS-01058-1988,1
MS-01059-1988,2
MS-01060-1988,1
MS-01061-1988,1
MS-01062-1988,1
MS-01063-1988,1
MS-01064-1988,1
MS-01065-1988,1
MS-01066-1988,1
MS-01067-1988,1
MS-01068-1988,1
MS-01069-1988,1
MS-01070-1988,1
MS-01071-1988,1
MS-01072-1988,1
MS-01073-1988,1
MS-01074-1988,1
MS-01075-1988,1
MS-01076-1988,1
MS-01077-1988,1
MS-01078-1988,1
MS-01079-1988,2
MS-01080-1988,1
MS-01081-1988,1
MS-01082-1988,1
MS-01083-1988,1
MS-01084-1988,1
MS-01085-1988,1
MS-01086-1988,1
MS-01087-1988,1
MS-01088-1988,1
MS-01089-1988,1
MS-01090-1988,2
MS-01091-1988,2
MS-01092-1988,1
MS-01093-1988,1
MS-01094-1988,1
MS-01095-1988,1
MS-01096-1988,1
MS-01097-1988,1
MS-01098-1988,1
MS-01099-1988,1
MS-01100-1988,1
MS-01101-1988,1
MS-01102-1988,2
MS-01103-1988,1
MS-01104-1988,1
MS-01105-1988,1
MS-01106-1988,3
MS-01107-1988,1
MS-01108-1988,2
MS-01110-1988,1
MS-01112-1988,1
MS-01113-1988,1
MS-01114-1988,1
MS-01115-1988,1
MS-01126-1988,1
MS-01127-1988,1
MS-01128-1988,1
MS-01129-1988,1
MS-01130-1988,1
MS-01131-1988,1
MS-01132-1988,1
MS-01133-1988,1
MS-01134-1988,1
MS-01135-1988,1
MS-01136-1988,1
MS-01137-1988,1
MS-01138-1988,1
MS-01139-1988,1
MS-01140-1988,1
MS-01141-1988,1
MS-01142-1988,1
MS-01143-1988,1
MS-01144-1988,1
MS-01145-1988,2
MS-01146-1988,2
MS-01147-1988,2
MS-01148-1988,2
MS-01149-1988,2
MS-01150-1988,2
MS-01151-1988,2
MS-01152-1988,2
MS-01153-1988,2
MS-01154-1988,1
MS-01155-1988,1
MS-01156-1988,1
MS-01157-1988,1
MS-01158-1988,1
MS-01159-1988,1
MS-01160-1988,1
MS-01161-1988,1
MS-01162-1988,1
MS-01163-1988,1
MS-01164-1988,1
MS-01165-1988,1
MS-01166-1988,1
MS-01167-1988,1
MS-01168-1988,1
MS-01170-1988,1
MS-01171-1988,1
MS-01172-1988,1
MS-01173-1988,1
MS-01174-1988,1
MS-01175-1988,1
