id,imageCount
MS-04381-2000,1
MS-04382-2000,0
MS-04383-2000,1
MS-04384-2000,1
MS-04385-2000,1
MS-04386-2000,1
MS-04387-2000,1
MS-04390-2000,0
MS-04391-2000,1
MS-04392-2000,1
MS-04393-2000,0
MS-04394-2000,1
MS-04395-2000,1
MS-04396-2000,1
MS-04397-2000,0
MS-04398-2000,1
MS-04400-2001,3
MS-04401-2001,0
MS-04402-2001,1
MS-04403-2001,1
MS-04404-2001,1
MS-04405-2001,0
MS-04406-2001,0
MS-04407-2001,0
MS-04408-2001,0
MS-04409-2001,0
MS-04410-2001,0
MS-04410-2001VERSO,0
MS-04411-2001,0
MS-04412-2001,1
MS-04413-2001,1
MS-04414-2001,1
MS-04415-2001,0
MS-04416-2001,0
MS-04417-2001,0
MS-04418-2001,0
MS-04419-2001,0
MS-04420-2001,0
MS-04421-2001,1
MS-04422-2001,0
MS-04423-2001,0
MS-04424-2001,0
MS-04425-2001,0
MS-04426-2001,0
MS-04427-2001,0
MS-04428-2001,0
MS-04429-2001,0
MS-04430-2001,1
MS-04431-2001,0
MS-04432-2001-001,0
MS-04432-2001-003,0
MS-04434-2001,1
MS-04435-2001,1
MS-04436-2001,1
MS-04437-2001,1
MS-04438-2001,0
MS-04439-2001,1
MS-04440-2001,0
MS-04441-2001,0
MS-04442-2001,1
MS-04443-2001,1
MS-04444-2001,1
MS-04445-2001,0
MS-04446-2001,1
MS-04447-2001,0
MS-04448-2001,1
MS-04449-2001,1
MS-04450-2001,1
MS-04451-2001,1
MS-04452-2001,0
MS-04453-2001,1
MS-04454-2001,0
MS-04455-2001,0
MS-04456-2001,1
MS-04457-2001,1
MS-04458-2001-001,0
MS-04458-2001-002,0
MS-04459-2001-001,0
MS-04459-2001-002,0
MS-04460-2001-001,0
MS-04460-2001-002,0
MS-04461-2001-001,0
MS-04461-2001-002,0
MS-04462-2001-001,0
MS-04462-2001-002,0
MS-04463-2001,1
MS-04464-2001,0
MS-04465-2001,1
MS-04466-2001,1
MS-04467-2001,0
MS-04468-2001,1
MS-04469-2001,0
MS-04470-2001,1
MS-04471-2001,1
MS-04472-2001,1
MS-04473-2001,1
MS-04474-2001,1
MS-04475-2001,1
MS-04476-2001,0
MS-04477-2001,0
MS-04478-2001,1
MS-04479-2001,1
MS-04480-2001,1
MS-04481-2001,1
MS-04482-2001,1
MS-04483-2001,1
MS-04484-2001,0
MS-04485-2001,1
MS-04486-2001,1
MS-04487-2001,1
MS-04488-2001,1
MS-04489-2001,1
MS-04490-2001,1
MS-04491-2001,0
MS-04492-2001,1
MS-04493-2001,1
MS-04494-2001,1
MS-04495-2001,1
MS-04496-2001,1
MS-04497-2001,1
MS-04498-2001,1
MS-04499-2001,1
MS-04500-2001,1
MS-04501-2001,1
MS-04502-2001,0
MS-04503-2001,1
MS-04504-2001,1
MS-04505-2001,1
MS-04506-2001,1
MS-04507-2001,1
MS-04508-2001,1
MS-04509-2001,1
MS-04510-2001,1
MS-04511-2001,1
MS-04512-2001,1
MS-04513-2001,1
MS-04514-2001,1
MS-04515-2001,1
MS-04516-2001,1
MS-04517-2001,1
MS-04518-2001,1
MS-04519-2001,1
MS-04520-2001,1
MS-04521-2001,1
MS-04522-2001,1
MS-04523-2001,1
MS-04524-2001,1
MS-04525-2001,1
MS-04526-2001,1
MS-04527-2001,1
MS-04528-2001,1
MS-04529-2001,1
MS-04530-2001,1
MS-04531-2001,1
MS-04532-2001,0
MS-04533-2001,1
MS-04534-2001,1
MS-04535-2001,1
MS-04536-2001,1
MS-04537-2001,1
MS-04538-2001,1
MS-04539-2001,1
MS-04540-2001,1
MS-04541-2001,0
MS-04543-2001,1
MS-04545-2001,0
MS-04546-2001,1
MS-04547-2001,1
MS-04548-2002,1
MS-04549-2002,1
MS-04552-2002,0
MS-04553-2002,4
MS-04554-2002,1
MS-04555-2002,1
MS-04556-2002,1
MS-04563-2002,1
MS-04564-2001,0
MS-04565-2002,1
MS-04566-2002,1
MS-04567-2002,1
MS-04568-2002,0
MS-04569-2002,0
MS-04570-2002,1
MS-04571-2002,1
MS-04572-2002,1
MS-04573-2002,1
MS-04574-2002,1
MS-04575-2002,1
MS-04576-2002,1
MS-04577-2002,0
MS-04578-2002,0
MS-04579-2002,1
MS-04580-2002,1
MS-04581-2002,1
MS-04582-2002,1
MS-04583-2002,1
MS-04584-2002,1
MS-04585-2002,1
MS-04586-2002,1
MS-04587-2002,1
MS-04588-2002,1
MS-04589-2002,1
MS-04590-2002,0
MS-04591-2002,1
MS-04592-2002,1
MS-04593-2002,1
MS-04594-2002,1
MS-04595-2002,1
MS-04596-2002,1
MS-04597-2002,1
MS-04598-2002,1
MS-04600-2002,1
MS-04600-2002VERSO,0
MS-04601-2002,1
MS-04602-2002,1
MS-04603-2002,1
MS-04604-2002,0
MS-04605-2002,0
MS-04606-2002,0
MS-04607-2002,0
MS-04608-2002,1
MS-04608-2002,1
MS-04609-2002,1
MS-04610-2002,1
MS-04611-2002,0
MS-04612-2002,0
MS-04613-2002,0
MS-04614-2002,5
MS-04615-2002,0
MS-04616-2002,0
MS-04617-2002,1
MS-04618-2002,1
MS-04619-2002,1
MS-04620-2002,1
MS-04621-2002,1
MS-04622-2002,0
MS-04623-2002,1
MS-04624-2002,1
MS-04625-2002,1
MS-04626-2002,1
MS-04627-2002,1
MS-04628-2002,1
MS-04629-2002,1
MS-04630-2002,1
MS-04631-2002,1
MS-04632-2002,1
MS-04633-2002,1
MS-04634-2002,0
MS-04634-2002VERSO,0
MS-04635-2002,1
MS-04636-2002,0
MS-04637-2002,1
MS-04638-2002,1
MS-04639-2002,1
MS-04640-2002,1
MS-04641-2002,0
MS-04642-2002,1
MS-04643-2002,1
MS-04643-2002VERSO,0
MS-04644-2002,1
MS-04645-2002,1
MS-04645-2002VERSO,0
MS-04647-2002,0
MS-04649-2002,1
MS-04650-2002,1
MS-04651-2002,1
MS-04652-2002,1
MS-04653-2002,1
MS-04654-2002,1
MS-04655-2002,0
MS-04656-2002,1
MS-04657-2002,1
MS-04658-2002,1
MS-04659-2002,1
MS-04660-2002,1
MS-04661-2002,1
MS-04662-2003,1
MS-04663-2003,0
MS-04663-2003,0
MS-04665-2003,0
MS-04667-2003,1
MS-04668-2003,1
MS-04669-2003,1
MS-04670-2003,1
MS-04671-2003-001,0
MS-04671-2003-002,0
MS-04671-2003-003,0
MS-04671-2003-004,0
MS-04671-2003-005,0
MS-04671-2003-006,0
MS-04671-2003-007,0
MS-04671-2003-008,0
MS-04671-2003-009,0
MS-04671-2003-010,0
MS-04671-2003-011,0
MS-04671-2003-012,0
MS-04671-2003-013,0
MS-04671-2003-014,0
MS-04671-2003-015,0
MS-04671-2003-016,0
MS-04671-2003-017,0
MS-04671-2003-018,0
MS-04671-2003-019,0
MS-04671-2003-020,0
MS-04671-2003-021,0
MS-04671-2003-022,0
MS-04671-2003-023,0
MS-04671-2003-025,0
MS-04671-2003-026,0
MS-04671-2003-027,0
MS-04671-2003-029,0
MS-04671-2003-030,0
MS-04671-2003-031,0
MS-04671-2003-032,0
MS-04672-2003,1
MS-04673-2003,5
MS-04674-2003,1
MS-04675-2003,0
MS-04676-2003,0
MS-04677-2003,0
MS-04678-2003,0
MS-04679-2003,0
MS-04680-2003,0
MS-04681-2003,1
MS-04682-2003,1
MS-04682-2003,1
MS-04683-2003,0
MS-04683-2003,0
MS-04684-2003,1
MS-04684-2003,1
MS-04685-2003,0
MS-04685-2003,0
MS-04686-2003,0
MS-04686-2003,0
MS-04687-2003,5
MS-04688-2003,6
MS-04689-2003,6
MS-04690-2003,1
MS-04691-2003,0
MS-04692-2003,1
MS-04693-2003,1
MS-04694-2003,1
MS-04695-2003,1
MS-04696-2003,0
MS-04697-2003,1
MS-04698-2003,1
MS-04699-2003,1
MS-04700-2003,1
MS-04701-2003,4
MS-04702-2003,0
MS-04703-2003,0
MS-04704-2003,0
MS-04705-2003,0
MS-04706-2003,0
MS-04707-2003,1
MS-04709-2003,0
MS-04710-2003,1
MS-04711-2003,1
MS-04712-2003,0
MS-04713-2003,0
MS-04714-2003,1
MS-04715-2003,1
MS-04716-2003,0
MS-04717-2003,0
MS-04718-2003,0
MS-04719-2003,0
MS-04720-2003,0
MS-04721-2001,1
MS-04722-2001,1
MS-04723-2001,1
MS-04724-2003,0
MS-04725-2003,0
MS-04726-2003,2
MS-04727-2003,0
MS-04728-2003,3
MS-04729-2000,0
MS-04730-2003,0
NG.K&H.A.K.1142,0
NG.K&H.A.K.1163,0
NG.K&H.A.K.1164,0
NG.K&H.A.K.1164VERSO,0
NG.K&H.A.K.1166,0
NG.K&H.A.K.1167,0
NG.K&H.A.K.1168,0
NG.K&H.A.K.1169,0
NG.K&H.A.K.1170,0
NG.K&H.A.K.1171,0
NG.K&H.A.K.1172,0
NG.K&H.A.K.1173,1
NG.K&H.A.K.1173,1
NG.K&H.A.K.1174,0
NG.K&H.A.K.1175,0
NG.K&H.A.K.1176,0
NG.K&H.A.K.1177,1
NG.K&H.A.K.1178,0
NG.K&H.A.K.1179,0
NG.K&H.A.K.1180,0
NG.K&H.A.K.1181,0
NG.K&H.A.K.1182,1
NG.K&H.A.K.1182,1
NG.K&H.A.K.1183,0
NG.K&H.A.K.1184,0
NG.K&H.A.K.1185,1
NG.K&H.A.K.1185VERSO,0
NG.K&H.A.K.1186,0
NG.K&H.A.K.1187,0
NG.K&H.A.K.1188,0
NG.K&H.A.K.1189,0
NG.K&H.A.K.1190,0
NG.K&H.A.K.1191,0
NG.K&H.A.K.1192,0
NG.K&H.A.K.1193,0
NG.K&H.A.K.1194,0
NG.K&H.A.K.1195,1
NG.K&H.A.K.1196,0
NG.K&H.A.K.1197,0
NG.K&H.A.K.1198,0
NG.K&H.A.K.1199,0
NG.K&H.A.K.1200,0
NG.K&H.A.K.1201,0
NG.K&H.A.K.1202,0
NG.K&H.A.K.1203,0
NG.K&H.A.K.1204,0
NG.K&H.A.K.1205,0
NG.K&H.A.K.1205VERSO,0
NG.K&H.A.K.1206,0
NG.K&H.A.K.1207,0
NG.K&H.A.K.1208,0
NG.K&H.A.K.1209,0
NG.K&H.A.K.1210,0
NG.K&H.A.K.1211,0
NG.K&H.A.K.1212,0
NG.K&H.A.K.1214,0
NG.K&H.A.K.1215,0
NG.K&H.A.K.1216,0
NG.K&H.A.K.1220,0
NG.K&H.A.K.1221,0
NG.K&H.A.K.1222,0
NG.K&H.A.K.1223,0
NG.K&H.A.K.1225,0
NG.K&H.A.K.1226,0
NG.K&H.A.K.1227,0
NG.K&H.A.K.1228,0
NG.K&H.A.K.1229,1
NG.K&H.A.K.1230,0
NG.K&H.A.K.1232,0
NG.K&H.A.K.1233,1
NG.K&H.A.K.1234,0
NG.K&H.A.K.1235,0
NG.K&H.A.K.1236,0
NG.K&H.A.K.1237,1
NG.K&H.A.K.1238,1
NG.K&H.A.K.1239,2
NG.K&H.A.K.1240,0
NG.K&H.A.K.1243,0
NG.K&H.A.K.1244,0
NG.K&H.A.K.1245,0
NG.K&H.A.K.1246,0
NG.K&H.A.K.1247,0
NG.K&H.A.K.1248,0
NG.K&H.A.K.1249,0
NG.K&H.A.K.1250,0
NG.K&H.A.K.1251,0
NG.K&H.A.K.1252,0
NG.K&H.A.K.1254,0
NG.K&H.A.K.1256,0
NG.K&H.A.K.1256VERSO,0
NG.K&H.A.K.1257,0
NG.K&H.A.K.1259,0
NG.K&H.A.K.1260,0
NG.K&H.A.K.1261,0
NG.K&H.A.K.1262,0
NG.K&H.A.K.1263,0
NG.K&H.A.K.1265,0
NG.K&H.A.K.1265,0
NG.K&H.A.K.1266,3
NG.K&H.A.K.1267,1
NG.K&H.A.K.1268,2
NG.K&H.A.K.1269,1
NG.K&H.A.K.1270,1
NG.K&H.A.K.1271,1
NG.K&H.A.K.1272,1
NG.K&H.A.K.1273,0
NG.K&H.A.K.1274,1
NG.K&H.A.K.1275,0
NG.K&H.A.K.1276,0
NG.K&H.A.K.1278,0
NG.K&H.A.K.1279,0
NG.K&H.A.K.1280,1
NG.K&H.A.K.1283,1
NG.K&H.A.K.1284,1
NG.K&H.A.K.1285,1
NG.K&H.A.K.1286,1
NG.K&H.A.K.1289,0
NG.K&H.A.K.1290,0
NG.K&H.A.K.1291,0
NG.K&H.A.K.1292,0
NG.K&H.A.K.1293,0
NG.K&H.A.K.1294,1
NG.K&H.A.K.1296,1
NG.K&H.A.K.1297,0
NG.K&H.A.K.1299,2
NG.K&H.A.K.1301,0
NG.K&H.A.K.1302,0
NG.K&H.A.K.1304,0
NG.K&H.A.K.1306,2
NG.K&H.A.K.1307,0
NG.K&H.A.K.1308,0
NG.K&H.A.K.1313,0
NG.K&H.A.K.1315,0
NG.K&H.A.K.1316,0
NG.K&H.A.K.1319,0
NG.K&H.A.K.1321,2
NG.K&H.A.K.1321VERSO,1
NG.K&H.A.K.1322,1
NG.K&H.A.K.1324,0
NG.K&H.A.K.1326,0
NG.K&H.A.K.1329,0
NG.K&H.A.K.1330,0
NG.K&H.A.K.1331,0
NG.K&H.A.K.1332,0
NG.K&H.A.K.1333,1
NG.K&H.A.K.1334,1
NG.K&H.A.K.1335,1
NG.K&H.A.K.1335,1
NG.K&H.A.K.1336,0
NG.K&H.A.K.1338,0
NG.K&H.A.K.1339,0
NG.K&H.A.K.1340,0
NG.K&H.A.K.1340VERSO,0
NG.K&H.A.K.1341,0
NG.K&H.A.K.1342,0
NG.K&H.A.K.1343,0
NG.K&H.A.K.1344,0
NG.K&H.A.K.1345,0
NG.K&H.A.K.1346,0
NG.K&H.A.K.1347,0
NG.K&H.A.K.1348,0
NG.K&H.A.K.1349,0
NG.K&H.A.K.1350,0
NG.K&H.A.K.1351,0
NG.K&H.A.K.1352,0
NG.K&H.A.K.1352VERSO,0
NG.K&H.A.K.1353,0
NG.K&H.A.K.1354,0
NG.K&H.A.K.1355,0
NG.K&H.A.K.1356,0
NG.K&H.A.K.1357,0
NG.K&H.A.K.1358,0
NG.K&H.A.K.1359,0
NG.K&H.A.K.1360,0
NG.K&H.A.K.1361,0
NG.K&H.A.K.1362,0
NG.K&H.A.K.3516,0
NG.K&H.A.K.5370,0
NG.K&H.A.K.5371,0
NG.K&H.A.K.5372,0
NG.K&H.A.K.5373,0
NG.K&H.A.K.5374,0
NG.K&H.A.K.5375,0
NG.K&H.A.K.5376,0
NG.K&H.A.K.5377,0
NG.K&H.A.K.5378,0
NG.K&H.A.K.5379,0
NG.K&H.A.K.5380,0
NG.K&H.A.K.5380VERSO,0
NG.K&H.A.K.5381,0
NG.K&H.A.K.5382,0
NG.K&H.A.K.5383,0
NG.K&H.A.K.5384,0
NG.K&H.A.K.5385,0
NG.K&H.A.K.5387,0
NG.K&H.A.K.5388,0
NG.K&H.A.K.5388VERSO,0
NG.K&H.A.K.5389,0
NG.K&H.A.K.5390,0
NG.K&H.A.K.5391,0
NG.K&H.A.K.5392,0
NG.K&H.A.K.5393,0
NG.K&H.A.K.5395,0
NG.K&H.A.K.5395VERSO,0
NG.K&H.A.K.5396,0
NG.K&H.A.K.5396VERSO,0
NG.K&H.A.K.7192,0
NG.K&H.A.00026,0
NG.K&H.A.00035,0
NG.K&H.A.00036,0
NG.K&H.A.00037,0
NG.K&H.A.00038,0
NG.K&H.A.00039,0
NG.K&H.A.00040,0
NG.K&H.A.00041,0
NG.K&H.A.00042,0
NG.K&H.A.00043,0
NG.K&H.A.00044,0
NG.K&H.A.00045,0
NG.K&H.A.00046,0
NG.K&H.A.00047,0
NG.K&H.A.00048,0
NG.K&H.A.00049,0
NG.K&H.A.00050,0
NG.K&H.A.00051,0
NG.K&H.A.00052,0
NG.K&H.A.00054,0
NG.K&H.A.00055,0
NG.K&H.A.00056,0
NG.K&H.A.00057,0
NG.K&H.A.00058,0
NG.K&H.A.00059,0
NG.K&H.A.00060,0
NG.K&H.A.00061,0
NG.K&H.A.00062,0
NG.K&H.A.00063,0
NG.K&H.A.00078,0
NG.K&H.A.00079,0
NG.K&H.A.00080,0
NG.K&H.A.00081,0
NG.K&H.A.00082,0
NG.K&H.A.00083,0
NG.K&H.A.00084,0
NG.K&H.A.00086,0
NG.K&H.A.00087,0
NG.K&H.A.00091,0
NG.K&H.A.00092,0
NG.K&H.A.00093,0
NG.K&H.A.00094,0
NG.K&H.A.000943,0
NG.K&H.A.00095,0
NG.K&H.A.00096,0
NG.K&H.A.00097,0
NG.K&H.A.00098,0
NG.K&H.A.00103,0
NG.K&H.A.00104,0
NG.K&H.A.00105,0
NG.K&H.A.00106,0
NG.K&H.A.00107,0
NG.K&H.A.00110,0
NG.K&H.A.00111,0
NG.K&H.A.00116,0
NG.K&H.A.00117,0
NG.K&H.A.00118,0
NG.K&H.A.00120,0
NG.K&H.A.00124,1
NG.K&H.A.00125,0
NG.K&H.A.00126,0
NG.K&H.A.00128,0
NG.K&H.A.00129,0
NG.K&H.A.00130,0
NG.K&H.A.00132,0
NG.K&H.A.00133,0
NG.K&H.A.00134,0
NG.K&H.A.00135,0
NG.K&H.A.00136,0
NG.K&H.A.00137,0
NG.K&H.A.00138,0
NG.K&H.A.00139,0
NG.K&H.A.00140,0
NG.K&H.A.00141,0
NG.K&H.A.00142,0
NG.K&H.A.00143,0
NG.K&H.A.00144,0
NG.K&H.A.00145,0
NG.K&H.A.00146,0
NG.K&H.A.00147,0
NG.K&H.A.00148,0
NG.K&H.A.00149,0
NG.K&H.A.00150,0
NG.K&H.A.00151,0
NG.K&H.A.00152,0
NG.K&H.A.00153,0
NG.K&H.A.00154,0
NG.K&H.A.00155,0
NG.K&H.A.00156,0
NG.K&H.A.00157,0
NG.K&H.A.00158,0
NG.K&H.A.00159,0
NG.K&H.A.00160,0
NG.K&H.A.00161,0
NG.K&H.A.00162,0
NG.K&H.A.00163,0
NG.K&H.A.00164,0
NG.K&H.A.00165,0
NG.K&H.A.00167,0
NG.K&H.A.00168,0
NG.K&H.A.00180,0
NG.K&H.A.00181,0
NG.K&H.A.00182,0
NG.K&H.A.00183,0
NG.K&H.A.00184,0
NG.K&H.A.00185,0
NG.K&H.A.00186,0
NG.K&H.A.00187,0
NG.K&H.A.00189,0
NG.K&H.A.00190,0
NG.K&H.A.00191,0
NG.K&H.A.00192,0
NG.K&H.A.00193,0
NG.K&H.A.00200,0
NG.K&H.A.00201,0
NG.K&H.A.00202,0
NG.K&H.A.00203,0
NG.K&H.A.00204,0
NG.K&H.A.00205,0
NG.K&H.A.00206,0
NG.K&H.A.00207,0
NG.K&H.A.00208,0
NG.K&H.A.00209,0
NG.K&H.A.00210,0
NG.K&H.A.00211,0
NG.K&H.A.00212,0
NG.K&H.A.00213,0
NG.K&H.A.00214,0
NG.K&H.A.00215,0
NG.K&H.A.00216,0
NG.K&H.A.00217,0
NG.K&H.A.00219,0
NG.K&H.A.00220,0
NG.K&H.A.00221,0
NG.K&H.A.00222,0
NG.K&H.A.00224,0
NG.K&H.A.00226,0
NG.K&H.A.00227,0
NG.K&H.A.00228,0
NG.K&H.A.00229,0
NG.K&H.A.00230,0
NG.K&H.A.00231,0
NG.K&H.A.00232,0
NG.K&H.A.00233,0
NG.K&H.A.00234,0
NG.K&H.A.00235,0
NG.K&H.A.00236,0
NG.K&H.A.00237,0
NG.K&H.A.00239,0
NG.K&H.A.00240,0
NG.K&H.A.00241,0
NG.K&H.A.00242,0
NG.K&H.A.00243,0
NG.K&H.A.00244,0
NG.K&H.A.00245,0
NG.K&H.A.00246,0
NG.K&H.A.00247,0
NG.K&H.A.00248,0
NG.K&H.A.00249,0
NG.K&H.A.00250,0
NG.K&H.A.00252,0
NG.K&H.A.00254,0
NG.K&H.A.00255,0
NG.K&H.A.00256,0
NG.K&H.A.00257,0
NG.K&H.A.00258,0
NG.K&H.A.00259,0
NG.K&H.A.00260,0
NG.K&H.A.00261,0
NG.K&H.A.00262,0
NG.K&H.A.00264,0
NG.K&H.A.00265,0
NG.K&H.A.00267,0
NG.K&H.A.00270,0
NG.K&H.A.00271,0
NG.K&H.A.00272,0
NG.K&H.A.00274,0
NG.K&H.A.00275,0
NG.K&H.A.00276,0
NG.K&H.A.00281,0
NG.K&H.A.00282,0
NG.K&H.A.00283,0
NG.K&H.A.00284,0
NG.K&H.A.00285,0
NG.K&H.A.00286,0
NG.K&H.A.00287,0
NG.K&H.A.00288,0
NG.K&H.A.00289,0
NG.K&H.A.00290,0
NG.K&H.A.00291,0
NG.K&H.A.00292,0
NG.K&H.A.00293,0
NG.K&H.A.00294,0
NG.K&H.A.00295,0
NG.K&H.A.00296,0
NG.K&H.A.00297,0
NG.K&H.A.00298,0
NG.K&H.A.00299,0
NG.K&H.A.00300,0
NG.K&H.A.00301,0
NG.K&H.A.00302,0
NG.K&H.A.00303,0
NG.K&H.A.00304,0
NG.K&H.A.00305,0
NG.K&H.A.00306,0
NG.K&H.A.00307,0
NG.K&H.A.00308,0
NG.K&H.A.00309,0
NG.K&H.A.00310,0
NG.K&H.A.00311,0
NG.K&H.A.00312,0
NG.K&H.A.00313,0
NG.K&H.A.00314,0
NG.K&H.A.00315,0
NG.K&H.A.00316,0
NG.K&H.A.00317,0
NG.K&H.A.00318,0
NG.K&H.A.00320,0
NG.K&H.A.00321,0
NG.K&H.A.00322,0
NG.K&H.A.00323,0
NG.K&H.A.00324,0
NG.K&H.A.00325,0
NG.K&H.A.00326,0
NG.K&H.A.00327,0
NG.K&H.A.00328,0
NG.K&H.A.00329,0
NG.K&H.A.00330,0
NG.K&H.A.00331,0
NG.K&H.A.00332,0
NG.K&H.A.00333,0
NG.K&H.A.00334,0
NG.K&H.A.00335,0
NG.K&H.A.00336,0
NG.K&H.A.00337,0
NG.K&H.A.00338,0
NG.K&H.A.00339,0
NG.K&H.A.00341,0
NG.K&H.A.00346,0
NG.K&H.A.00347,0
NG.K&H.A.00348,0
NG.K&H.A.00350,0
NG.K&H.A.00354,0
NG.K&H.A.00355,0
NG.K&H.A.00356,0
NG.K&H.A.00357,0
NG.K&H.A.00358,0
NG.K&H.A.00359,0
NG.K&H.A.00361,0
NG.K&H.A.00362,0
NG.K&H.A.00363,0
NG.K&H.A.00364,0
NG.K&H.A.00365,0
NG.K&H.A.00366,0
NG.K&H.A.00369,0
NG.K&H.A.00376,0
NG.K&H.A.00377,0
NG.K&H.A.00378,0
NG.K&H.A.00380,0
NG.K&H.A.00381,0
NG.K&H.A.00382,0
NG.K&H.A.00383,0
NG.K&H.A.00384,0
NG.K&H.A.00385,0
NG.K&H.A.00386,0
NG.K&H.A.00387,0
NG.K&H.A.00388,0
NG.K&H.A.00389,0
NG.K&H.A.00389,0
NG.K&H.A.00390,0
NG.K&H.A.00391,0
NG.K&H.A.00392,0
NG.K&H.A.00393,0
NG.K&H.A.00399,0
NG.K&H.A.00400,0
NG.K&H.A.00401,0
NG.K&H.A.00402,0
NG.K&H.A.00403,0
NG.K&H.A.00407,0
NG.K&H.A.00408,0
NG.K&H.A.00409,0
NG.K&H.A.00411,0
NG.K&H.A.00412,0
NG.K&H.A.00413,0
NG.K&H.A.00414,0
NG.K&H.A.00415,0
NG.K&H.A.00416,0
NG.K&H.A.00417,0
NG.K&H.A.00418,0
NG.K&H.A.00419,0
NG.K&H.A.00420,0
NG.K&H.A.00421,0
NG.K&H.A.00422,0
NG.K&H.A.00423,0
NG.K&H.A.00424,0
NG.K&H.A.00425,0
NG.K&H.A.00426,0
NG.K&H.A.00427,0
NG.K&H.A.00429,0
NG.K&H.A.00430,0
NG.K&H.A.00431,0
NG.K&H.A.00432,0
NG.K&H.A.00433,0
NG.K&H.A.00434,0
NG.K&H.A.00435,0
NG.K&H.A.00436,0
NG.K&H.A.00437,0
NG.K&H.A.00438,0
NG.K&H.A.00439,0
NG.K&H.A.00440,0
NG.K&H.A.00441,0
NG.K&H.A.00442,0
NG.K&H.A.00443,0
NG.K&H.A.00444,0
NG.K&H.A.00445,0
NG.K&H.A.00446,0
NG.K&H.A.00447,0
NG.K&H.A.00448,0
NG.K&H.A.00449,0
NG.K&H.A.00450,0
NG.K&H.A.00451,0
NG.K&H.A.00452,0
NG.K&H.A.00453,0
NG.K&H.A.00454,0
NG.K&H.A.00456,0
NG.K&H.A.00457,0
NG.K&H.A.00458,0
NG.K&H.A.00459,0
NG.K&H.A.00460,0
NG.K&H.A.00461,0
NG.K&H.A.00462,0
NG.K&H.A.00463,0
NG.K&H.A.00464,0
NG.K&H.A.00465,0
NG.K&H.A.00466,0
NG.K&H.A.00467,0
NG.K&H.A.00468,0
NG.K&H.A.00469,0
NG.K&H.A.00470,0
NG.K&H.A.00471,0
NG.K&H.A.00472,0
NG.K&H.A.00473,0
NG.K&H.A.00474,0
NG.K&H.A.00475,0
NG.K&H.A.00476,0
NG.K&H.A.00478,0
NG.K&H.A.00479,0
NG.K&H.A.00485,0
NG.K&H.A.00486,0
NG.K&H.A.00487,0
NG.K&H.A.00488,0
NG.K&H.A.00489,0
NG.K&H.A.00490,0
NG.K&H.A.00491,0
NG.K&H.A.00492,0
NG.K&H.A.00493,0
NG.K&H.A.00494,0
NG.K&H.A.00495,0
NG.K&H.A.00498,0
NG.K&H.A.00499,0
NG.K&H.A.00500,0
NG.K&H.A.00501,0
NG.K&H.A.00502,0
NG.K&H.A.00503,0
NG.K&H.A.00504,0
NG.K&H.A.00505,0
NG.K&H.A.00506,0
NG.K&H.A.00507,0
NG.K&H.A.00512,0
NG.K&H.A.00513,0
NG.K&H.A.00514,0
NG.K&H.A.00515,0
NG.K&H.A.00516,0
NG.K&H.A.00518,0
NG.K&H.A.00519,0
NG.K&H.A.00520,0
NG.K&H.A.00521,0
NG.K&H.A.00523,0
NG.K&H.A.00524,0
NG.K&H.A.00525,0
NG.K&H.A.00526,0
NG.K&H.A.00527,0
NG.K&H.A.00528,0
NG.K&H.A.00529,0
NG.K&H.A.00530,0
NG.K&H.A.00531,0
NG.K&H.A.00532,0
NG.K&H.A.00533,0
NG.K&H.A.00534,0
NG.K&H.A.00535,0
NG.K&H.A.00536,0
NG.K&H.A.00537,0
NG.K&H.A.00549,0
NG.K&H.A.00550,0
NG.K&H.A.00551,0
NG.K&H.A.00552,0
NG.K&H.A.00553,0
NG.K&H.A.00554,0
NG.K&H.A.00555,0
NG.K&H.A.00556,0
NG.K&H.A.00557,0
NG.K&H.A.00558,0
NG.K&H.A.00559,0
NG.K&H.A.00560,0
NG.K&H.A.00561,0
NG.K&H.A.00562,0
NG.K&H.A.00563,0
NG.K&H.A.00564,0
NG.K&H.A.00565,0
NG.K&H.A.00566,0
NG.K&H.A.00567,0
NG.K&H.A.00569,0
NG.K&H.A.00570,0
NG.K&H.A.00571,0
NG.K&H.A.00572,0
NG.K&H.A.00573,0
NG.K&H.A.00574,0
NG.K&H.A.00575,0
NG.K&H.A.00576,0
NG.K&H.A.00577,0
NG.K&H.A.00578,0
NG.K&H.A.00580,0
NG.K&H.A.00581,0
NG.K&H.A.00582,0
NG.K&H.A.00583,0
NG.K&H.A.00584,0
NG.K&H.A.00585,0
NG.K&H.A.00586,0
NG.K&H.A.00589,0
NG.K&H.A.00590,0
NG.K&H.A.00591,0
NG.K&H.A.00592,0
NG.K&H.A.00593,0
NG.K&H.A.00594,0
NG.K&H.A.00595,0
NG.K&H.A.00596,0
NG.K&H.A.00597,0
NG.K&H.A.00598,0
NG.K&H.A.00599,0
NG.K&H.A.00600,0
NG.K&H.A.00601,0
NG.K&H.A.00602,0
NG.K&H.A.00603,0
NG.K&H.A.00604,0
NG.K&H.A.00608,0
NG.K&H.A.00609,0
NG.K&H.A.00610,0
NG.K&H.A.00611,0
NG.K&H.A.00612,0
NG.K&H.A.00613,0
NG.K&H.A.00614,0
NG.K&H.A.00615,0
NG.K&H.A.00616,0
NG.K&H.A.00617,0
NG.K&H.A.00618,0
NG.K&H.A.00619,0
