Identifikasjonsnr,Objekttype,Beskrivende datering,Ervervelse
NG.K&H.B.06127,Billedkunst,17.08.1865 Ant.,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06151,Billedkunst,16.08.1872,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06150,Billedkunst,16.08.1870,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01472,Billedkunst,15.08.XXXX,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01465VERSO,Billedkunst,14. november 1868  ,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.07887,Billedkunst,13. november 1893,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01451,Billedkunst,12.1849,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01458,Billedkunst,12.1849,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.07882,Billedkunst,11.1893,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.07912,Billedkunst,11.1893,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06147,Billedkunst,07.14.1868,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01431,Billedkunst,06.05.1850,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06141,Billedkunst,(26.07.0),"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06140,Billedkunst,-1871,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06161,Billedkunst,(1870) Ant.,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06146,Billedkunst,-1869,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01437,Billedkunst,-1850,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01445,Billedkunst,(1849) Ant.,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01447,Billedkunst,(1849) Ant.,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01430,Billedkunst,(1849 eller 1850),"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01433,Billedkunst,(1849 eller 1850),"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01435,Billedkunst,(1849 eller 1850),"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01442,Billedkunst,(1849 eller 1850),"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01453,Billedkunst,(1849 eller 1850),"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01463,Billedkunst,(1849 eller 1850),"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01464,Billedkunst,(1849 eller 1850),"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05305,Billedkunst,-1831,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05303,Billedkunst,-1806,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01440,Billedkunst,(05.12.1849),"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01432,Billedkunst,(02.1850) Ant.,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01436,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01439,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01446,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01450,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01462,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01467,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01468,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01469,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.01475,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05282,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05286,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05287,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05291,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05292,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05293,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05294,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05295,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05296,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05297,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05299,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05315,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05318,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05319,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05320,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05321,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05322,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05329,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05331,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05337,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05340,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05341,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05349,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05365,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05374,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05375,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05501,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05518,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05549,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05550,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05566,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05577,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05578,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05579,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05584,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05590,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.05602,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06061,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06146VERSO,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06148,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06153,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.06160,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.07512,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.07891VERSO,Billedkunst,Fra 1893 til 1894,"Testamentarisk gave fra Sophus Larpent, innkommet 1913"
NG.K&H.B.07892VERSO,Billedkunst,Fra 1893 til 1894,"Testamentarisk gave fra Sophus Larpent, innkommet 1913"
NG.K&H.B.07901VERSO,Billedkunst,Fra 1893 til 1894,"Testamentarisk gave fra Sophus Larpent, innkommet 1913"
NG.K&H.A.03281,Billedkunst,Slutten av 1790-tallet  ,"Testamentarisk gave fra Sophus Larpent til Nasjonalgalleriet, innkommet i 1914 (som del av vederlag for malerier)"
NG.K&H.B.05396VERSO,Billedkunst,Uten år,Testamentarisk gave fra Sophus Larpent
NG.K&H.A.03280,Billedkunst,Slutten av 1790-tallet  ,Testamentarisk gave fra Sophus Larpent
NG.K&H.A.03278,Billedkunst,(Ant. 1801),Testamentarisk gave fra Sophus Larpent
NG.K&H.A.03278VERSO,Billedkunst,(1801) Ca.  Ca. 1801,Testamentarisk gave fra Sophus Larpent
NG.K&H.A.03280VERSO,Billedkunst,,Testamentarisk gave fra Sophus Larpent
NG.K&H.B.01890,Billedkunst,Mellom 1804 og 1811,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902  "
NG.K&H.B.01890VERSO,Billedkunst,Mellom 1804 og 1811,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902  "
NG.K&H.B.01835,Billedkunst,1814,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902  "
NG.K&H.B.01909,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01911,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01913,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01914,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01915,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01916,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01917,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01918,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01918VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01919,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01919VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01920,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01920VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01922,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01923,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01923VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01924,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01925,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01927,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01928,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01929,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01930,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01931,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01931VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01932,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01932VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01933,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01934,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01934VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01935,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01936,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01937,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01937VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01940,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01941,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01943,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01943VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01945,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01946,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01949,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01950,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01951,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01952,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01953,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01954,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01955,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01956,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01957,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01961,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01963,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01964,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01966,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01967,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01970,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01973,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01973VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01976,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01979,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01980,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01980VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01981,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01984,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01985,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01986,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01988,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01990,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01990VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01991,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01992,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01993,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01994,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01994VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01995,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01996,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01997,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.01998,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02001,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02003,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02004,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02005,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02006,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02006VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02007,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02008,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02009,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02010,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02010VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02011,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02012,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02013,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02014,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02015,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02016,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02017,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02019,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02019VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02021,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02022,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02023,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02024,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02024VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02025,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02026,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02027,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02027VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02028,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02029,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02030,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02032,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02033,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02034,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02035,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02036,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02038,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02038VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02039,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02041,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02042,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02044,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02045,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02045VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02046,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02047,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02048,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02048VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02050,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02052,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02052VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02053,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02053VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02054,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02055,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02058,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02058VERSO,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02059,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02060,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02061,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02062,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02063,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
NG.K&H.B.02064,Billedkunst,Uten år,"Testamentarisk gave fra Siegwald Dahl, innkommet 1902"
