INTVENTARNUMMER,Fornavn kunstner,Etternavn kunstner,FØDT,DØD,FØDESTED,DØDSSTED,Koordinat fødested,Koordinat dødssted,Nasjonalitet kunstner,Kjønn kunstner,Yrke kunstner,Navn produsent,Nasjonalitet produsent,Produsent etablert,Bransje produsent,BETEGNELSE,Presisert betegnelse,EMNEORD,FARGE,Produksjonssted,Koordinat produksjonssted,Produsert fra dato,Produsert til dato,Aksesjon fra dato,Aksesjon til dato
NG.K&H.A.09528,Carl,Wahlbom,1810,1858,,,,,Sverige,Mann,,,,,,Grafikk,,Bildende kunst,,,,1834,1834,,
NG.K&H.A.09529,Carl,Wahlbom,1810,1858,,,,,Sverige,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09530,Carl,Wahlbom,1810,1858,,,,,Sverige,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09531,G. F.,Lundh,,,,,,,Sverige,,,,,,,Grafikk,,Bildende kunst,,,,1816,1816,,
NG.K&H.A.09532,Carl,Wahlbom,1810,1858,,,,,Sverige,Mann,,,,,,Grafikk,,Bildende kunst,,,,1833,1833,,
NG.K&H.A.09533,Carl,Wahlbom,1810,1858,,,,,Sverige,Mann,,,,,,Grafikk,,Bildende kunst,,,,1833,1833,,
NG.K&H.A.09538,Ferdinand,Boberg,1860,1946,,,,,Sverige,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09539,David,Ljungdahl,1870,1940,,,,,Sverige,Mann,,,,,,Grafikk,,Bildende kunst,,,,1898,1898,,
NG.K&H.A.09540,Ukjent kunstner,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09552,J.G.S.,Lukas,,,,,,,England,Mann,,,,,,Grafikk,Hors commerce,Bildende kunst,,,,,,,
NG.K&H.A.09558,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09559,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09560,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09561,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09562,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09563,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09564,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09565,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09566,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09567,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09568,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09569,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09570,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09571,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09572,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09573,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09574,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09575,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09576,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09577,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09578,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09579,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09580,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09581,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09582,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09583,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09584,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09585,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09586,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09587,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09588,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09589,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09590,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09591,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09592,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09593,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09594,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09595,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09596,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09597,Ernst L.,Riepenhausen,1765,1840,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09601,Raphael de,Mey,,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1585,1595,,
NG.K&H.A.09604,Anton Heinrich,Riedel,1763,1814,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1784,1784,,
NG.K&H.A.09605,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09606,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09607,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09608,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09609,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09610,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09611,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09612,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09613,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09614,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09615,Jakob Mathias,Schmutzer,1733,1811,,,,,Østerrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09616,Jacob Joseph?,Simmler,1822,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09617,Johann Christian,Reinhart,1761,1847,,,,,Norge,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1792,1792,,
NG.K&H.A.09618,P,Herwegen,,,,,,,Tyskland,Ukjent,,,,,,Grafikk,,Bildende kunst,,,,1844,1844,,
NG.K&H.A.09619,Johan Friedrich,Bause,1738,1814,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1768,1768,,
NG.K&H.A.09620-001,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-002,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-003,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-004,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-005,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-006,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-007,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-008,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-009,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-010,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-011,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-012,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-013,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-014,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-015,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-016,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-017,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-018,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-019,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-020,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-021,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-022,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-023,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-024,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-025,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-026,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-027,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-028,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-029,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-030,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-031,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-032,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-033,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-034,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-035,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-036,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-037,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-038,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-039,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-040,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09620-041,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09621,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09622,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09623,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09624,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09625,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09626,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09627,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09628,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09629,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09630,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09631,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1881,1881,,
NG.K&H.A.09632,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09633,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09634,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09635,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09636,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09637,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09638,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09639,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09640,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09641,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09642,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09643,Max,Klinger,1857,1920,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09644,Johann Gottfried,Haid,1710,1776,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09645,Christian Gottlieb,Geyser,1742,1803,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09646,C. L. von,Kersten,,,,,,,Tyskland,Ukjent,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09648,Marie-Cathrine,Prestel,1744,1794,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09649,Christian Ernst,Stoelzel,1792,1837,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09650,A,Wagenmann,,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09665,Marie-Cathrine,Prestel,1744,1794,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09666,Lorentz,Ekeman-Allesson,1791,1828,,,,,Sverige,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09685,Gerard de,Lairesse,1640,1711,,,,,Nederland,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09688,,,,,,,,,,,Grafiker,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09689,Gerrit Adriansz,Gouw,1590,1638,,,,,Nederland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09691,Joseph,Wagner,1706,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09692,Lucas Emil,Vorsterman,1595,1675,,,,,,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09693,Willem,Panneels,1600,1632,,,,,Nederland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09694,Jacques van,Gingelen,1810,,,,,,Nederland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09695,Willem,Panneels,1600,1632,,,,,Nederland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09696,Romein de,Hooghe,1645,1708,,,,,Nederland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09697,Adrian,Collaert,1560,1618,,,,,Nederland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09698,Jacques de,Gheyn II,1565,1629,,,,,Nederland,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09699,Cornelis,Bloemaert,1603,1684,,,,,Nederland,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09700,Jan van,Huchtenburg,1646,1733,,,,,Nederland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09701,Jan van,Huchtenburg,1646,1733,,,,,Nederland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09702,Friedrich,Thöming,,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1823,1823,,
NG.K&H.A.09703,Rembrandt van Rijn,,1606,1669,Leiden (Nederland),Amsterdam (Nederland),"52.1603216, 4.493926200000033","52.3702157, 4.895167899999933",Nederland,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09704,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09707,Wilhelm,Wegener,1812,1879,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1840,1840,,
NG.K&H.A.09708,Wilhelm,Wegener,1812,1879,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1840,1840,,
NG.K&H.A.09709,Wilhelm,Wegener,1812,1879,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1839,1839,,
NG.K&H.A.09711,G,Cauriani,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09715,Jacob Chr.,Miville,1786,1836,,,,,Sveits,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09716,Heinrich,Aldegrever,1502,1560,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1554,1554,,
NG.K&H.A.09717,Jacob Chr.,Miville,1786,1836,,,,,Sveits,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09718,Lorenzo del,Quaglio,1793,1869,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1819,1819,,
NG.K&H.A.09719,Lorenzo del,Quaglio,1793,1869,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1818,1818,,
NG.K&H.A.09720,August,Löffler,1822,1866,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09721,Eugen N,Neureuter,1806,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09722,Christoph,Nathe,1753,1806,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1805,1805,,
NG.K&H.A.09723,Johan Adam,Klein,1792,1876,,,,,Tyskland,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09724,Jacob,Gauermann,1773,1843,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09725,Jacob,Gauermann,1773,1843,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09725VERSO,,,,,,,,,,,,,,,,,,Bildende kunst,,,,,,,
NG.K&H.A.09726,Johann Friedrich Alexander,Thiele,1747,1803,,,,,Tyskland,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09727,Domenico,Quaglio,1787,1837,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1802,1802,,
NG.K&H.A.09728,M,Neher,1798,1876,,,,,Tyskland,Ukjent,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09729,Johann,Rist,1607,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09730,Conrad,Meyer,1609,1680,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09731,Carl Fr.,Heinzmann,1795,1846,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1843,1843,,
NG.K&H.A.09732,Joseph,Heiche,1811,1861,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09733,Johann Christian,Klengel,1751,1824,,,,,Tyskland,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09734,Friedrich,Würthle,,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1844,1844,,
NG.K&H.A.09735,Johan Friedrich,Voltz,1817,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09736,Johan Friedrich,Voltz,1817,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1843,1843,,
NG.K&H.A.09737,Chr. F.,Kühnel,,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1776,1776,,
NG.K&H.A.09738,Carl Wilhelm,Heideck,1788,1861,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1825,1825,,
NG.K&H.A.09739,Franz Edmund,Weirotter,1730,2017,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09740,Joh. Martin Fr.,Geissler,1778,1833,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09741,Joh. Martin Fr.,Geissler,1778,1833,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09742,Joh. Martin Fr.,Geissler,1778,1833,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09743,Albrecht,Adam,1786,1862,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09744,Eugen,Hess,1824,1862,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1846,1846,,
NG.K&H.A.09745,Johann Christian,Klengel,1751,1824,,,,,Tyskland,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,,,,
