id,artistId,produced,acquired,kind
MS-01909-1988,157,1958,1988,Maleri
MS-01910-1988,245,1968,1988,Maleri
MS-01911-1988,138,1977,1988,Maleri
MS-01912-1988,140,1973,1988,Maleri
MS-01913-1988,6,1988,1988,Maleri
MS-01914-1988,142,1973,1988,Maleri
MS-01915-1988,170,1976,1988,Maleri
MS-01916-1988,30,1976,1988,Maleri
MS-01918-1988,240,1979,1988,Maleri
MS-01919-1988,610,1976,1988,Maleri
MS-01920-1988,82,1964,1988,Maleri
MS-01921-1988,293,1969,1988,Maleri
MS-01922-1988,198,1985,1988,Skulptur
MS-01923-1988,611,1983,1988,Grafikk
MS-01924-1988,142,1984,1988,Grafikk
MS-01925-1988,543,1985,1988,Grafikk
MS-01926-1988,460,1973,1988,Grafikk
MS-01927-1988,198,1988,1988,Skulptur
MS-01928-1988,605,1983,1988,Grafikk
MS-01929-1988,543,1985,1988,Grafikk
MS-01930-1988,445,1981,1988,Tegning
MS-01931-1988,237,1965,1988,Grafikk
MS-01932-1988,237,1960,1988,Tegning
MS-01933-1988,72,1981,1988,Grafikk
MS-01934-1988,612,1983,1988,Tegning
MS-01935-1988,468,1988,1988,Tegning
MS-01936-1988,356,1978,1988,Tegning
MS-01937-1988,613,1976,1988,Maleri
MS-01938-1988,385,1982,1988,Tegning
MS-01939-1988,302,1977,1988,Maleri
MS-01940-1989,614,1988,1989,Grafikk
MS-01941-1988,615,1981,1988,Skulptur
MS-01942-1988,228,1976,1988,Skulptur
MS-01943-1988-1,132,1985,1988,Grafikk
MS-01943-1988-2,132,1985,1988,Grafikk
MS-01943-1988-3,132,1985,1988,Grafikk
MS-01943-1988-4,132,1985,1988,Grafikk
MS-01944-1988,616,1987,1988,Skulptur
MS-01945-1988,102,1952,1988,Grafikk
MS-01946-1988,181,1966,1988,Grafikk
MS-01947-1988,181,1965,1988,Grafikk
MS-01948-1988,190,1955,1988,Skulptur
MS-01949-1988,267,1961,1988,Skulptur
MS-01950-1988,375,1982,1988,Skulptur
MS-01951-1988,375,1984,1988,Skulptur
MS-01952-1988,217,1983,1988,Skulptur
MS-01953-1988,125,1975,1988,Grafikk
MS-01954-1988,363,1968,1988,Maleri
MS-01956-1988,617,1965,1988,Grafikk
MS-01957-1988,402,1954,1988,Grafikk
MS-01958-1988,539,1973,1988,Skulptur
MS-01959-1988,314,1959,1988,Maleri
MS-01960-1988,300,1971,1988,Maleri
MS-01961-1988,618,1981,1988,Maleri
MS-01962-1988,572,1959,1988,Maleri
MS-01963-1988,572,1975,1988,Maleri
MS-01964-1988,561,1972,1988,Grafikk
MS-01965-1988,57,1966,1988,Maleri
MS-01966-1988,245,1968,1988,Maleri
MS-01967-1988,307,1970,1988,Maleri
MS-01968-1988,307,1973,1988,Maleri
MS-01969-1988,396,1978,1988,Grafikk
MS-01970-1988,619,1981,1988,Maleri
MS-01971-1988,300,1978,1988,Maleri
MS-01972-1988,237,1980,1988,Maleri
MS-01973-1988,147,1980,1988,Maleri
MS-01974-1988,140,1970,1988,Maleri
MS-01975-1988,440,1988,1988,Maleri
MS-01976-1988,325,1978,1988,Maleri
MS-01977-1988,615,1982,1988,Skulptur
MS-01978-1988,197,1987,1988,Skulptur
MS-01979-1988,397,1951,1988,Grafikk
MS-01980-1988,181,1978,1988,Grafikk
MS-01981-1988,181,1971,1988,Grafikk
MS-01982-1988,266,1988,1988,Skulptur
MS-01983-1988,207,1978,1988,Maleri
MS-01984-1988,82,1970,1988,Maleri
MS-01985-1988,566,1975,1988,Maleri
MS-01986-1988,115,1975,1988,Grafikk
MS-01987-1988,173,1983,1988,Grafikk
MS-01988-1988,185,1974,1988,Grafikk
MS-01989-1988,374,1965,1977,Grafikk
MS-01990-1988,620,1982,1988,Grafikk
MS-01991-1988-1,373,1988,1988,Grafikk
MS-01991-1988-2,373,1988,1988,Grafikk
MS-01991-1988-3,373,1988,1988,Grafikk
MS-01991-1988-4,373,1988,1988,Grafikk
MS-01991-1988-5,373,1988,1988,Grafikk
MS-01991-1988-6,373,1988,1988,Grafikk
MS-01991-1988-7,373,1988,1988,Grafikk
MS-01992-1988,400,1988,1988,Maleri
MS-01993-1988,460,1976,1988,Grafikk
MS-01994-1988,113,1975,1988,Grafikk
MS-01995-1988,354,1953,1988,Grafikk
MS-01996-1988,31,1971,1988,Maleri
MS-01997-1988,31,1951,1988,Maleri
MS-01998-1988,31,1960,1988,Maleri
MS-01999-1988,468,1980,1988,Tegning
MS-02000-1989,149,1987,1989,Maleri
MS-02001-1989,149,1987,1989,Maleri
MS-02002-1989,149,1988,1989,Maleri
MS-02003-1989,44,1963,1989,Maleri
MS-02004-1989,585,1988,1989,Maleri
MS-02005-1989,145,1988,1989,Maleri
MS-02006-1989,145,1987,1989,Grafikk
MS-02007-1989,145,1987,1989,Grafikk
MS-02008-1989,269,1957,1989,Tegning
MS-02009-1989-001,113,1989,1989,Maleri
MS-02010-1989,621,1989,1989,Maleri
MS-02011-1989,621,1988,1989,Maleri
MS-02012-1989,622,1984,1989,Grafikk
MS-02013-1989,623,1989,1989,Maleri
MS-02014-1989,121,1989,1989,Maleri
MS-02015-1989,121,1989,1989,Maleri
MS-02016-1989,141,1988,1989,Maleri
MS-02018-1989,624,1989,1989,Grafikk
MS-02019-1989,625,1988,1989,Maleri
MS-02020-1989,625,1988,1989,Maleri
MS-02021-1989,625,1988,1989,Maleri
MS-02022-1989,586,1989,1989,Maleri
MS-02023-1989,586,1988,1989,Maleri
MS-02024-1989,586,1988,1989,Tegning
MS-02025-1989,27,1989,1989,Tegning
MS-02026-1989,29,1988,1989,Maleri
MS-02027-1989,626,1987,1989,Tekstil
MS-02028-1988,106,1988,,Maleri
MS-02029-1989,134,1957,1989,Maleri
MS-02030-1989,134,1965,1989,Skulptur
MS-02032-1989,134,1957,1989,Maleri
MS-02033-1989,31,1975,1989,Maleri
MS-02034-1989,31,1975,1989,Maleri
MS-02035-1989,81,1988,1989,Maleri
MS-02036-1989,595,1989,1989,Tekstil
MS-02036-1989,594,1989,1989,Tekstil
MS-02037-1989,81,1983,1989,Maleri
MS-02038-1989,627,1989,1989,Maleri
MS-02039-1989,627,1989,1989,Grafikk
MS-02040-1989,627,1988,1989,Grafikk
MS-02041-1989,31,1975,1989,Maleri
MS-02042-1989,628,1989,1989,Maleri
MS-02043-1989,99,1950,1989,Maleri
MS-02044-1989,31,1975,1989,Maleri
MS-02045-1989,54,1989,1989,Tegning
MS-02046-1989,54,1989,1989,Tegning
MS-02047-1989,54,1989,1989,Tegning
MS-02048-1989,134,1950,1989,Maleri
MS-02049-1989,134,1956,1989,Maleri
MS-02050-1989,134,1956,1989,Maleri
MS-02051-1989,278,1989,1989,Maleri
MS-02052-1989,474,1983,1989,Grafikk
MS-02053-1989,474,1984,1989,Grafikk
MS-02054-1989,629,1988,1989,Maleri
MS-02055-1989,630,1988,1989,Skulptur
MS-02056-1989,35,1988,1989,Maleri
MS-02057-1989,48,1989,1989,Tegning
MS-02058-1989,631,1989,1989,Fotografi
MS-02059-1989,631,1989,1989,Fotografi
MS-02060-1989,631,1989,1989,Fotografi
MS-02061-1989,631,1989,1989,Fotografi
MS-02062-1989,631,1987,1989,Fotografi
MS-02063-1989,631,1989,1989,Fotografi
MS-02064-1989,631,1989,1989,Fotografi
MS-02065-1989,631,1989,1989,Fotografi
MS-02066-1989,631,1987,1989,Fotografi
MS-02067-1989,631,1989,1989,Fotografi
MS-02068-1989,631,1985,1989,Fotografi
MS-02069-1989,631,1989,1989,Fotografi
MS-02070-1989,631,1988,1989,Fotografi
MS-02071-1989,631,1989,1989,Fotografi
MS-02072-1989,631,1989,1989,Fotografi
MS-02073-1988,632,1987,,Skulptur
MS-02074-1988,4,1987,,Maleri
MS-02075-1989,98,1989,1989,Maleri
MS-02076-1989,633,1988,1989,Tegning
MS-02077-1989,365,1987,1989,Grafikk
MS-02078-1989,365,1987,1989,Grafikk
MS-02079-1989,304,1989,1989,Maleri
MS-02080-1989,177,1989,1989,Skulptur
MS-02081-1989,634,1987,1989,Grafikk
MS-02082-1989,634,1987,1989,Grafikk
MS-02083-1989,635,1988,1989,Grafikk
MS-02084-1989,635,1987,1989,Grafikk
MS-02085-1989,636,1987,1989,Grafikk
MS-02086-1989,636,1987,1989,Grafikk
MS-02087-1989,637,1988,1989,Grafikk
MS-02088-1989,638,1988,1989,Grafikk
MS-02089-1989,638,1988,1989,Grafikk
MS-02090-1989,639,1988,1989,Grafikk
MS-02091-1989,640,1988,1989,Grafikk
MS-02092-1989,640,1988,1989,Grafikk
MS-02093-1989,641,1988,1989,Grafikk
MS-02094-1989,641,1988,1989,Grafikk
MS-02095-1989,642,1988,1989,Grafikk
MS-02096-1989,642,1988,1989,Grafikk
MS-02097-1989,225,1989,1989,Grafikk
MS-02098-1989,225,1989,1989,Grafikk
MS-02099-1989,643,1988,1989,Grafikk
MS-02100-1989,643,1989,1989,Grafikk
MS-02101-1989,644,1988,1989,Grafikk
MS-02102-1989,644,1988,1989,Grafikk
MS-02103-1989,645,1987,1989,Grafikk
MS-02104-1989,179,1988,1989,Grafikk
MS-02105-1989,179,1988,1989,Grafikk
MS-02106-1989,439,1989,1989,Grafikk
MS-02107-1989,63,1989,1989,Grafikk
MS-02108-1989,529,1989,1989,Grafikk
MS-02109-1989,10,1988,1989,Skulptur
MS-02110-1989,646,1986,1989,Skulptur
MS-02111-1989,178,1989,1989,Maleri
MS-02113-1989,647,1987,1989,Livre d´artiste
MS-02114-1989,648,1951,1989,Maleri
MS-02115-1989,649,1987,1989,Maleri
MS-02116-1990,107,1989,1990,Maleri
MS-02117-1990,107,1989,1990,Maleri
MS-02119-1990,625,1990,1990,Maleri
MS-02120-1990,625,1990,1990,Maleri
MS-02121-1990,625,1990,1990,Maleri
MS-02122-1990,94,1990,1990,Maleri
MS-02123-1990,81,1988,1990,Maleri
MS-02124-1990,644,1989,1990,Grafikk
MS-02125-1990,63,1989,1990,Grafikk
MS-02126-1990,63,1989,1990,Grafikk
MS-02127-1990,63,1989,1990,Grafikk
MS-02128-1990,63,1990,1990,Grafikk
MS-02129-1990,649,1989,1990,Maleri
MS-02130-1990,650,1989,1990,Skulptur
MS-02131-1990-1,84,1990,1990,Computergenerert
MS-02131-1990-10,84,1990,1990,Computergenerert
MS-02131-1990-2,84,1990,1990,Computergenerert
MS-02131-1990-3,84,1990,1990,Computergenerert
MS-02131-1990-4,84,1990,1990,Computergenerert
MS-02131-1990-5,84,1990,1990,Computergenerert
MS-02131-1990-6,84,1990,1990,Computergenerert
MS-02131-1990-7,84,1990,1990,Computergenerert
MS-02131-1990-8,84,1990,1990,Computergenerert
MS-02131-1990-9,84,1990,1990,Computergenerert
MS-02132-1990,63,1984,1990,Maleri
MS-02133-1990,651,1989,1990,Maleri
MS-02134-1990,146,1984,1990,Maleri
MS-02135-1990,71,1989,1990,Maleri
MS-02136-1990,35,1989,1990,Maleri
MS-02137-1990,652,1989,1990,Fotografi
MS-02138-1990,652,1989,1990,Fotografi
MS-02139-1990,653,1986,1990,Fotografi
MS-02140-1990-001,653,1990,1990,Fotografi
MS-02140-1990-002,653,1990,1990,Fotografi
MS-02140-1990-003,653,1990,1990,Fotografi
MS-02140-1990-004,653,1990,1990,Fotografi
MS-02141-1990,654,1977,1990,Maleri
MS-02142-1990,655,1989,1990,Grafikk
MS-02143-1990,655,1989,1990,Grafikk
MS-02144-1990,656,1988,1990,Tekstil
MS-02146-1990,657,1980,1990,Tekstil
MS-02147-1990,658,1989,1990,Skulptur
MS-02148-1990,658,1989,1990,Skulptur
MS-02149-1990,106,1990,1990,Maleri
MS-02150-1990,51,1986,1990,Maleri
MS-02151-1990,51,1989,1990,Grafikk
MS-02152-1990,569,1990,1990,Grafikk
MS-02153-1990,72,1982,1990,Tegning
MS-02155-1990,44,1990,1990,Tegning
MS-02157-1990,356,1990,1990,Tegning
MS-02158-1990,356,1990,1990,Tegning
MS-02159-1990,356,1990,1990,Tegning
MS-02160-1990,356,1990,1990,Tegning
MS-02161-1990,659,1987,1990,Tegning
MS-02162-1990,659,1989,1995,Tegning
MS-02163-1990,660,1982,1990,Tegning
MS-02164-1990,661,1989,1990,Installasjon
MS-02165-1990,661,1989,1990,Installasjon
MS-02166-1990,662,1990,1990,Grafikk
MS-02167-1990,662,1990,1990,Grafikk
MS-02168-1990,662,1988,1990,Grafikk
MS-02169-1990,663,1989,1990,Tegning
MS-02170-1990,663,1989,1990,Tegning
MS-02171-1990,113,1989,1990,Grafikk
MS-02172-1990,113,1989,1990,Grafikk
MS-02173-1990,113,1989,1990,Grafikk
MS-02175-1990,81,1987,1990,Tegning
MS-02176-1990,81,1987,1990,Maleri
MS-02177-1990,631,1986,1990,Fotografi
MS-02178-1990,631,1989,1990,Fotografi
MS-02179-1990,631,1986,1990,Fotografi
MS-02182-1990,563,1987,1990,Tegning
MS-02183-1990,563,1987,1990,Tegning
MS-02184-1990,30,1977,1990,Maleri
MS-02185-1990,30,1977,1990,Maleri
MS-02186-1990,167,1974,1990,Assemblage
MS-02187-1990,664,1990,1990,Maleri
MS-02188-1990,147,1959,1990,Maleri
MS-02189-1990,147,1968,1990,Maleri
MS-02190-1990,5,1977,1990,Maleri
MS-02191-1990,266,1989,1990,Skulptur
MS-02192-1990,247,1990,1990,Skulptur
MS-02193-1990,247,1990,1990,Skulptur
MS-02194-1990,665,1989,1990,Maleri
MS-02194-1990VERSO,665,1990,1990,Maleri
MS-02195-1990,665,1986,1990,Grafikk
MS-02196-1990,665,1975,1990,Grafikk
MS-02197-1990,665,1985,1990,Grafikk
MS-02198-1990,665,1975,1990,Grafikk
MS-02199-1990,665,1986,1990,Grafikk
MS-02200-1990,665,1975,1990,Grafikk
MS-02201-1990,665,1975,1990,Grafikk
MS-02202-1990,665,1975,1990,Grafikk
MS-02203-1990,665,1975,1990,Grafikk
MS-02204-1990,94,1982,1990,Grafikk
MS-02205-1990,94,1983,1990,Grafikk
MS-02206-1990,94,1985,1990,Grafikk
MS-02207-1990,94,1987,1990,Grafikk
MS-02208-1990,94,1989,1990,Grafikk
MS-02209-1990,30,1990,1990,Maleri
MS-02210-1990,48,1986,1990,Maleri
MS-02211-1990,72,1990,1990,Tegning
MS-02212-1990,666,1989,1990,Maleri
MS-02213-1990,196,1983,1990,Installasjon
MS-02214-1990,27,1989,1990,Skulptur
MS-02215-1990,27,1989,1990,Skulptur
MS-02216-1990,667,1990,1990,Maleri
MS-02217-1990,668,1990,1990,Fotografi
MS-02218-1990,141,1990,1990,Maleri
MS-02219-1990,54,1986,1990,Grafikk
MS-02220-1990,54,1986,1990,Grafikk
MS-02221-1990,54,1986,1990,Grafikk
MS-02222-1990,669,1990,1990,Fotografi
MS-02223-1990,670,1990,1990,Maleri
MS-02224-1990,72,1989,1990,Tegning
MS-02225-1990,72,1989,1990,Tegning
MS-02226-1990,196,1981,1990,Assemblage
MS-02227-1990,196,1980,1990,Assemblage
MS-02228-1990,671,1976,1990,Tegning
MS-02229-1990,672,1986,1990,Maleri
MS-02230-1990,673,1990,1990,Maleri
MS-02231-1990,42,1987,1990,Maleri
MS-02232-1990,674,1988,1990,Maleri
MS-02233-1990,542,1950,1990,Maleri
MS-02234-1990,2,1949,1990,Maleri
MS-02235-1990-001,185,1985,1990,Grafikk
MS-02235-1990-002,185,1985,1990,Grafikk
MS-02235-1990-003,185,1985,1990,Grafikk
MS-02235-1990-004,185,1985,1990,Grafikk
MS-02235-1990-005,185,1985,1990,Grafikk
MS-02235-1990-006,185,1985,1990,Grafikk
MS-02235-1990-007,185,1985,1990,Grafikk
MS-02235-1990-008,185,1985,1990,Grafikk
MS-02235-1990-009,185,1985,1990,Grafikk
MS-02235-1990-010,185,1985,1990,Grafikk
MS-02235-1990-011,185,1985,1990,Grafikk
MS-02235-1990-012,185,1985,1990,Grafikk
MS-02235-1990-013,185,1985,1990,Grafikk
MS-02235-1990-014,185,1985,1990,Grafikk
MS-02235-1990-015,185,1985,1990,Grafikk
MS-02235-1990-016,185,1985,1990,Grafikk
MS-02235-1990-017,185,1985,1990,Grafikk
MS-02236-1990,279,1989,1990,Maleri
MS-02237-1990,279,1989,1990,Maleri
MS-02238-1991,297,1972,1991,Maleri
MS-02239-1991,125,1965,1991,Assemblage
MS-02240-1991,44,1984,1991,Maleri
MS-02241-1991,2,1947,1991,Maleri
MS-02242-1991,673,1990,1991,Maleri
MS-02243-1991,146,1989,1991,Maleri
MS-02244-1991,77,1988,1991,Maleri
MS-02245-1991,214,1987,1991,Maleri
MS-02246-1991,675,1987,1991,Fotografi
MS-02247-1991,675,1987,1991,Fotografi
MS-02248-1991,675,1988,1991,Fotografi
MS-02249-1991,675,1988,1991,Fotografi
MS-02250-1991,675,1989,1991,Fotografi
MS-02251-1991,675,1988,1991,Fotografi
MS-02252-1991,675,1988,1991,Fotografi
MS-02253-1991,87,1986,1991,Tegning
MS-02254-1991,63,1981,1991,Maleri
MS-02255-1991,85,1990,1991,Maleri
MS-02257-1991,676,1985,1991,Skulptur
MS-02258-1991,677,1990,1991,Tegning
MS-02259-1991,678,1989,1991,Maleri
MS-02260-1991,145,1989,1991,Maleri
MS-02261-1991,73,1990,1991,Maleri
MS-02262-1991,356,1975,1991,Tegning
MS-02263-1991,356,1990,1991,Skulptur
MS-02264-1991,674,1983,1991,Maleri
MS-02265-1991,674,1985,1991,Maleri
MS-02266-1991,245,1991,1991,Maleri
MS-02267-1991,2,1942,1991,Maleri
MS-02268-1991,239,1989,1991,Maleri
MS-02269-1991,239,1990,1991,Maleri
MS-02270-1991,239,1990,1991,Maleri
MS-02271-1991,64,1991,1991,Fotografi
MS-02272-1991,64,1991,1991,Fotografi
MS-02273-1991,64,1991,1991,Fotografi
MS-02274-1991,679,1987,1991,Maleri
MS-02275-1991,679,1990,1993,Maleri
MS-02276-1991,30,1971,1991,Maleri
MS-02277-1991,626,1990,1991,Tekstil
MS-02278-1991,542,1949,1991,Maleri
MS-02279-1991,194,1986,1991,Skulptur
MS-02280-1990,680,1990,1990,Skulptur
MS-02281-1991,681,1990,1991,Skulptur
MS-02282-1991,631,1985,1991,Fotografi
MS-02284-1991,110,1991,1991,Maleri
MS-02285-1991,627,1991,1991,Grafikk
MS-02287-1991,15,1982,1991,Maleri
MS-02288-1991,15,1989,1991,Maleri
MS-02289-1991,5,1989,1991,Maleri
MS-02290-1991,5,1988,1991,Tegning
MS-02291-1991,418,1955,1991,Grafikk
MS-02292-1991,106,1969,1991,Grafikk
MS-02293-1991,181,1963,1991,Grafikk
MS-02294-1991,27,1980,1991,Tegning
MS-02295-1991,667,1990,1991,Maleri
MS-02296-1991,6,1958,1991,Maleri
MS-02297-1991,682,1962,1991,Fotografi
MS-02298-1991,682,1990,1991,Fotografi
MS-02299-1991,682,1990,1991,Fotografi
MS-02300-1991,682,1961,1991,Fotografi
MS-02301-1991,197,1991,1991,Skulptur
MS-02302-1991,54,1964,1991,Maleri
MS-02303-1991,54,1964,1991,Maleri
MS-02304-1991,54,1965,1991,Maleri
MS-02305-1991,34,1977,1991,Maleri
MS-02306-1991,34,1977,1991,Maleri
MS-02307-1991,34,1977,1991,Maleri
MS-02308-1991,54,1961,1991,Grafikk
MS-02309-1991,54,1959,1991,Grafikk
MS-02310-1991,54,1959,1991,Grafikk
MS-02311-1991,54,1963,1991,Grafikk
MS-02312-1991,54,1966,1991,Grafikk
MS-02313-1991,54,1966,1991,Grafikk
MS-02314-1991,54,1967,1991,Grafikk
MS-02315-1991,54,1967,1991,Grafikk
MS-02316-1991,54,1967,1991,Grafikk
MS-02317-1991,54,1967,1991,Grafikk
MS-02318-1991,54,1967,1991,Grafikk
MS-02319-1991,54,1967,1991,Grafikk
MS-02320-1991,54,1967,1991,Grafikk
MS-02321-1991,54,1967,1991,Grafikk
MS-02322-1991,54,1967,1991,Grafikk
MS-02323-1991,54,1967,1991,Grafikk
MS-02324-1991,54,1967,1991,Grafikk
MS-02325-1991,54,1967,1991,Grafikk
MS-02326-1991,54,1967,1991,Grafikk
MS-02327-1991,54,1967,1991,Grafikk
MS-02328-1991,54,1967,1991,Grafikk
MS-02329-1991,54,1967,1991,Grafikk
MS-02330-1991,54,1967,1991,Grafikk
MS-02331-1991,54,1967,1991,Grafikk
MS-02332-1991,54,1967,1991,Grafikk
MS-02333-1991,54,1967,1991,Grafikk
MS-02334-1991,54,1967,1991,Grafikk
MS-02335-1991,54,1968,1991,Grafikk
MS-02336-1991,54,1968,1991,Grafikk
MS-02337-1991,54,1969,1991,Grafikk
MS-02338-1991,54,1970,1991,Grafikk
MS-02339-1991,54,1970,1991,Grafikk
MS-02340-1991,54,1970,1991,Grafikk
MS-02341-1991,54,1970,1991,Grafikk
MS-02342-1991,54,1970,1991,Grafikk
MS-02343-1991,54,1970,1991,Grafikk
MS-02344-1991,54,1970,1991,Grafikk
MS-02345-1991,54,1970,1991,Grafikk
MS-02346-1991,54,1970,1991,Grafikk
MS-02347-1991,54,1970,1991,Grafikk
MS-02348-1991,54,1970,1991,Grafikk
MS-02349-1991,54,1970,1991,Grafikk
MS-02350-1991,54,1971,1991,Grafikk
MS-02351-1991,54,1971,1991,Grafikk
MS-02352-1991,54,1971,1991,Grafikk
MS-02353-1991,54,1971,1991,Grafikk
MS-02354-1991,54,1972,1991,Grafikk
MS-02355-1991,54,1972,1991,Grafikk
MS-02356-1991,54,1972,1991,Grafikk
MS-02357-1991,54,1972,1991,Grafikk
MS-02358-1991,54,1972,1991,Grafikk
MS-02359-1991,54,1972,1991,Grafikk
MS-02360-1991,54,1973,1991,Grafikk
MS-02361-1991,54,1974,1991,Grafikk
MS-02362-1991,54,1974,1991,Grafikk
MS-02363-1991,54,1975,1991,Grafikk
MS-02364-1991,54,1975,1991,Grafikk
MS-02365-1991,54,1975,1991,Grafikk
MS-02366-1991,54,1975,1991,Grafikk
MS-02367-1991,54,1975,1991,Grafikk
MS-02368-1991,54,1977,1991,Grafikk
MS-02369-1991,54,1977,1991,Grafikk
MS-02370-1991,54,1978,1991,Grafikk
MS-02371-1991,54,1978,1991,Grafikk
MS-02372-1991,54,1978,1991,Grafikk
MS-02373-1991,54,1978,1991,Grafikk
MS-02374-1991,54,1978,1991,Grafikk
MS-02375-1991,54,1978,1991,Grafikk
MS-02376-1991,54,1978,1991,Grafikk
MS-02377-1991,54,1978,1991,Grafikk
MS-02378-1991,54,1978,1991,Grafikk
MS-02379-1991,54,1979,1991,Grafikk
MS-02380-1991,54,1979,1991,Grafikk
MS-02381-1991,54,1980,1991,Grafikk
MS-02382-1991,54,1983,1991,Grafikk
MS-02383-1991,54,1983,1991,Grafikk
MS-02384-1991,54,1983,1991,Grafikk
MS-02385-1991,54,1983,1991,Grafikk
MS-02386-1991,54,1984,1991,Grafikk
MS-02387-1991,54,1972,1991,Grafikk
MS-02388-1991,54,1985,1991,Grafikk
MS-02389-1991,54,1979,1991,Grafikk
MS-02390-1991,54,1972,1991,Grafikk
MS-02391-1991,171,1991,1991,Grafikk
MS-02392-1991,683,1986,1991,Tegning
MS-02393-1991,683,1986,1991,Tegning
MS-02394-1991,474,1982,1991,Materialbilde
MS-02395-1991,27,1976,1991,Tegning
MS-02396-1991,684,1991,1991,Video
MS-02396-1991,684,1991,1991,Skulptur
MS-02397-1991,37,1991,1991,Installasjon
MS-02398-1991,13,1976,1991,Grafikk
MS-02399-1991,685,1990,1991,Maleri
MS-02400-1991,61,1991,1991,Maleri
MS-02401-1991,686,1991,1991,Tegning
MS-02402-1991,686,1991,1991,Skulptur
MS-02403-1991,61,1985,1991,Maleri
MS-02404-1992,675,1981,1992,Fotografi
MS-02405-1992,675,1984,1992,Fotografi
MS-02406-1992,675,1985,1992,Fotografi
MS-02407-1992,675,1989,1992,Fotografi
MS-02408-1992,675,1980,1992,Fotografi
MS-02409-1992,687,1988,1992,Skulptur
MS-02410-1992,688,1987,1992,Tegning
MS-02411-1992,688,1988,1992,Tegning
MS-02412-1992,688,1989,1992,Tegning
MS-02413-1992,61,1982,1992,Maleri
MS-02414-1992,689,1991,1992,Skulptur
MS-02415-1992,689,1991,1992,Fotografi
MS-02416-1992,14,1988,1992,Installasjon
MS-02417-1992,690,1991,1992,Fotografi
MS-02418-1992,690,1990,1992,Fotografi
MS-02419-1992,690,1991,1992,Fotografi
MS-02420-1992,690,1990,1992,Fotografi
MS-02421-1992,691,1971,1992,Maleri
MS-02422-1992,691,1977,1992,Maleri
MS-02423-1992,691,1974,1992,Maleri
MS-02424-1992,691,1978,1992,Grafikk
MS-02425-1992,196,1992,1992,Skulptur
MS-02426-1992,196,1992,1992,Skulptur
MS-02427-1992,196,1991,1992,Skulptur
MS-02428-1992,473,1991,1992,Maleri
MS-02429-1992,654,1991,1992,Maleri
MS-02430-1992,654,1991,1992,Maleri
MS-02431-1992,210,1966,1992,Maleri
MS-02432-1992,210,1992,1992,Tegning
MS-02433-1992,210,1992,1992,Tegning
MS-02434-1992,35,1989,1992,Maleri
MS-02435-1992,210,1992,1992,Tegning
MS-02435-1992VERSO,210,1992,1992,Tegning
MS-02436-1992,210,1967,1992,Tegning
MS-02436-1992VERSO,210,1992,1992,Tegning
MS-02437-1992,474,1979,1992,Grafikk
MS-02438-1992,106,1991,1992,Maleri
MS-02439-1992,106,1991,1992,Maleri
MS-02440-1992,135,1976,1992,Maleri
MS-02441-1992,35,1991,1992,Maleri
MS-02442-1992,209,1992,1992,Maleri
MS-02444-1992,308,1971,1992,Maleri
MS-02445-1992,2,1954,1992,Maleri
MS-02446-1992,61,1991,1992,Maleri
MS-02447-1992,61,1991,1992,Maleri
MS-02448-1992,61,1991,1992,Maleri
MS-02449-1992,61,1991,1992,Maleri
MS-02450-1992,61,1991,1992,Maleri
MS-02451-1992,61,1991,1992,Maleri
MS-02452-1992,61,1985,1992,Maleri
MS-02453-1992,61,1985,1992,Maleri
MS-02454-1992,61,1987,1992,Maleri
MS-02455-1992,61,1989,1992,Maleri
MS-02456-1992,61,1976,1992,Grafikk
MS-02457-1992,61,1978,1992,Grafikk
MS-02458-1992,61,1978,1992,Grafikk
MS-02459-1992,61,1985,1992,Grafikk
MS-02460-1992,61,1992,1992,Grafikk
MS-02461-1992,61,1992,1992,Grafikk
MS-02462-1992,63,1990,1992,Maleri
MS-02463-1992,63,1991,1992,Maleri
MS-02464-1992-1,63,1992,1992,Grafikk
MS-02464-1992-2,63,1992,,Grafikk
MS-02464-1992-3,63,1992,,Grafikk
MS-02464-1992-4,63,1992,,Grafikk
MS-02464-1992-5,63,1992,,Grafikk
MS-02464-1992-6,63,1992,,Grafikk
MS-02464-1992-7,63,1992,,Grafikk
MS-02464-1992-8,63,1992,,Grafikk
MS-02465-1992,63,1991,,Grafikk
MS-02466-1992,63,1991,,Grafikk
MS-02467-1992,63,1991,,Grafikk
MS-02468-1992,41,1992,1992,Maleri
MS-02469-1992,651,1992,1992,Maleri
MS-02470-1992,87,1971,1992,Fotografi
MS-02471-1992,30,1972,1992,Grafikk
MS-02472-1992,30,1972,1992,Grafikk
MS-02473-1992,106,1962,1992,Grafikk
MS-02474-1992,134,1959,1992,Grafikk
MS-02475-1992,134,1959,1992,Grafikk
MS-02476-1992,134,1959,1992,Grafikk
MS-02477-1992,125,1963,1992,Grafikk
MS-02478-1992,692,1958,1992,Tegning
MS-02479-1992,591,1986,1992,Skulptur
MS-02480-1992,666,1992,1992,Maleri
MS-02481-1992,666,1992,1992,Maleri
MS-02482-1992,113,1992,1992,Maleri
MS-02483-1992,113,1992,1992,Maleri
MS-02484-1992,71,1992,1992,Maleri
MS-02485-1992,256,1992,1992,Skulptur
MS-02486-1992,106,1975,1992,Grafikk
MS-02487-1992,106,1975,1992,Grafikk
MS-02488-1992,77,1991,1992,Maleri
MS-02489-1992,685,1990,1992,Installasjon
