id,artistId,produced,acquired,kind,imageCount
NG.K&H.A.11943,1636,,,Grafikk,0
NG.K&H.A.11944,1636,,,Grafikk,0
NG.K&H.A.11945,1078,,,Grafikk,0
NG.K&H.A.11946,1078,,,Grafikk,0
NG.K&H.A.11947,1078,,,Grafikk,0
NG.K&H.A.11948,1078,,,Grafikk,0
NG.K&H.A.11949,1078,,,Grafikk,0
NG.K&H.A.11950,1078,,,Grafikk,0
NG.K&H.A.11951,1078,,,Grafikk,0
NG.K&H.A.11952,1078,,,Grafikk,0
NG.K&H.A.11953,1078,,,Grafikk,0
NG.K&H.A.11954,1078,,,Grafikk,0
NG.K&H.A.11955,1078,,,Grafikk,0
NG.K&H.A.11956,1078,,,Grafikk,0
NG.K&H.A.11957,1730,,,Grafikk,0
NG.K&H.A.11958,1730,,,Grafikk,0
NG.K&H.A.11959,1107,,,Grafikk,0
NG.K&H.A.11960,1107,,,Grafikk,0
NG.K&H.A.11961,1107,,,Grafikk,0
NG.K&H.A.11962,1107,,,Grafikk,0
NG.K&H.A.11963,1107,,,Grafikk,0
NG.K&H.A.11964,1107,,,Grafikk,0
NG.K&H.A.11965,1107,,,Grafikk,0
NG.K&H.A.11983,1543,,,Grafikk,0
NG.K&H.A.11984,1543,,,Grafikk,0
NG.K&H.A.11985,1106,,,Grafikk,0
NG.K&H.A.11986,1106,,,Grafikk,0
NG.K&H.A.11987,1132,,,Grafikk,0
NG.K&H.A.11988,1132,,,Grafikk,0
NG.K&H.A.11989,1132,,,Grafikk,0
NG.K&H.A.11990,1197,,,Grafikk,0
NG.K&H.A.11991,1197,,,Grafikk,0
NG.K&H.A.11992,1197,,,Grafikk,0
NG.K&H.A.11993,1199,,,Grafikk,0
NG.K&H.A.11994,1100,,,Grafikk,0
NG.K&H.A.11995,1060,,,Grafikk,0
NG.K&H.A.11996,1060,,,Grafikk,0
NG.K&H.A.11997,1060,,,Grafikk,0
NG.K&H.A.11998,1060,,,Grafikk,0
NG.K&H.A.11999,1060,,,Grafikk,0
NG.K&H.A.12000,1060,,,Grafikk,0
NG.K&H.A.12001,1060,,,Grafikk,0
NG.K&H.A.12003,1731,,,Grafikk,0
NG.K&H.A.12005,1693,1655,,Grafikk,0
NG.K&H.A.12006,1697,,,Grafikk,0
NG.K&H.A.12007,1366,,,Grafikk,0
NG.K&H.A.12008,1227,,,Grafikk,0
NG.K&H.A.12009,1114,,,Grafikk,0
NG.K&H.A.12013,1359,,,Grafikk,0
NG.K&H.A.12014,1359,,,Grafikk,0
NG.K&H.A.12015,1359,,,Grafikk,0
NG.K&H.A.12016,1359,,,Grafikk,0
NG.K&H.A.12017,1362,,,Grafikk,0
NG.K&H.A.12017,1359,,,Grafikk,0
NG.K&H.A.12018,1359,,,Grafikk,0
NG.K&H.A.12019,1359,,,Grafikk,0
NG.K&H.A.12020,1359,,,Grafikk,0
NG.K&H.A.12022,1359,,,Grafikk,0
NG.K&H.A.12023,1359,,,Grafikk,0
NG.K&H.A.12024,1359,1654,,Grafikk,1
NG.K&H.A.12025,1359,,,Grafikk,0
NG.K&H.A.12026,1359,,,Grafikk,0
NG.K&H.A.12027,1359,,,Grafikk,0
NG.K&H.A.12028,1359,,,Grafikk,0
NG.K&H.A.12029,1359,,,Grafikk,0
NG.K&H.A.12030,1359,,,Grafikk,0
NG.K&H.A.12031,1359,,,Grafikk,0
NG.K&H.A.12032,1359,,,Grafikk,0
NG.K&H.A.12033,1359,,,Grafikk,0
NG.K&H.A.12034,1359,,,Grafikk,0
NG.K&H.A.12035,1359,,,Grafikk,0
NG.K&H.A.12038,1101,1652,,Grafikk,0
NG.K&H.A.12039,1101,,,Grafikk,0
NG.K&H.A.12040,1101,,,Grafikk,0
NG.K&H.A.12041,1101,,,Grafikk,0
NG.K&H.A.12042,1101,,,Grafikk,0
NG.K&H.A.12043,1101,,,Grafikk,0
NG.K&H.A.12044,1101,,,Grafikk,0
NG.K&H.A.12045,1101,,,Grafikk,0
NG.K&H.A.12046,1101,,,Grafikk,0
NG.K&H.A.12047,1101,,,Grafikk,0
NG.K&H.A.12048,1101,,,Grafikk,0
NG.K&H.A.12049,1101,,,Grafikk,0
NG.K&H.A.12050,1101,,,Grafikk,0
NG.K&H.A.12051,1101,,,Grafikk,0
NG.K&H.A.12052,1101,,,Grafikk,0
NG.K&H.A.12053,1101,,,Grafikk,0
NG.K&H.A.12054,1101,,,Grafikk,0
NG.K&H.A.12055,1101,,,Grafikk,0
NG.K&H.A.12056,1101,,,Grafikk,0
NG.K&H.A.12057,1101,,,Grafikk,0
NG.K&H.A.12058,1101,,,Grafikk,0
NG.K&H.A.12059,1101,,,Grafikk,0
NG.K&H.A.12060,1101,,,Grafikk,0
NG.K&H.A.12061,1101,,,Grafikk,0
NG.K&H.A.12062,1101,,,Grafikk,0
NG.K&H.A.12063,1101,,,Grafikk,0
NG.K&H.A.12064,1101,,,Grafikk,0
NG.K&H.A.12065,1101,,,Grafikk,0
NG.K&H.A.12066,1101,,,Grafikk,0
NG.K&H.A.12067,1101,,,Grafikk,0
NG.K&H.A.12068,1101,,,Grafikk,0
NG.K&H.A.12069,1101,,,Grafikk,0
NG.K&H.A.12070,1101,,,Grafikk,0
NG.K&H.A.12071,1101,,,Grafikk,0
NG.K&H.A.12072,1102,,,Grafikk,0
NG.K&H.A.12073,1102,,,Grafikk,0
NG.K&H.A.12074,1102,,,Grafikk,0
NG.K&H.A.12075,1102,,,Grafikk,0
NG.K&H.A.12076,1102,,,Grafikk,0
NG.K&H.A.12077,1102,,,Grafikk,0
NG.K&H.A.12078,1102,,,Grafikk,0
NG.K&H.A.12079,1102,,,Grafikk,0
NG.K&H.A.12080,1102,,,Grafikk,0
NG.K&H.A.12081,1102,,,Grafikk,0
NG.K&H.A.12082,1102,,,Grafikk,0
NG.K&H.A.12083,1102,,,Grafikk,0
NG.K&H.A.12084,1102,,,Grafikk,0
NG.K&H.A.12085,1102,,,Grafikk,0
NG.K&H.A.12086,1102,,,Grafikk,0
NG.K&H.A.12087,1102,,,Grafikk,0
NG.K&H.A.12088,1102,,,Grafikk,0
NG.K&H.A.12090,1061,,,Grafikk,0
NG.K&H.A.12091,1061,,,Grafikk,0
NG.K&H.A.12092,1061,,,Grafikk,0
NG.K&H.A.12093,1061,,,Grafikk,0
NG.K&H.A.12094,1061,,,Grafikk,0
NG.K&H.A.12096,1061,,,Grafikk,0
NG.K&H.A.12097,1061,,,Grafikk,0
NG.K&H.A.12098,1061,,,Grafikk,0
NG.K&H.A.12099,1061,,,Grafikk,0
NG.K&H.A.12100,1061,,,Grafikk,0
NG.K&H.A.12101,1076,,,Grafikk,0
NG.K&H.A.12102,1076,,,Grafikk,0
NG.K&H.A.12103,1076,,,Grafikk,0
NG.K&H.A.12104,1076,,,Grafikk,0
NG.K&H.A.12105,1076,,,Grafikk,0
NG.K&H.A.12106,1076,,,Grafikk,0
NG.K&H.A.12107,1076,,,Grafikk,0
NG.K&H.A.12108,1076,,,Grafikk,0
NG.K&H.A.12109,1076,,,Grafikk,0
NG.K&H.A.12110,1076,,,Grafikk,0
NG.K&H.A.12111,1076,,,Grafikk,0
NG.K&H.A.12112,1076,,,Grafikk,0
NG.K&H.A.12113,1076,,,Grafikk,0
NG.K&H.A.12114,1076,,,Grafikk,0
NG.K&H.A.12115,1076,,,Grafikk,0
NG.K&H.A.12116,1076,,,Grafikk,0
NG.K&H.A.12117,1076,,,Grafikk,0
NG.K&H.A.12118,1076,,,Grafikk,0
NG.K&H.A.12119,1076,,,Grafikk,0
NG.K&H.A.12120,1076,,,Grafikk,0
NG.K&H.A.12121,1076,,,Grafikk,0
NG.K&H.A.12122,1076,,,Grafikk,0
NG.K&H.A.12123,1076,,,Grafikk,0
NG.K&H.A.12124,1100,,,Grafikk,0
NG.K&H.A.12125,1100,,,Grafikk,0
NG.K&H.A.12126,1100,,,Grafikk,0
NG.K&H.A.12127,1100,,,Grafikk,0
NG.K&H.A.12128,1100,,,Grafikk,0
NG.K&H.A.12129,1100,,,Grafikk,0
NG.K&H.A.12130,1100,,,Grafikk,0
NG.K&H.A.12131,1100,,,Grafikk,0
NG.K&H.A.12132,1100,,,Grafikk,0
NG.K&H.A.12133,1100,,,Grafikk,0
NG.K&H.A.12134,1100,,,Grafikk,0
NG.K&H.A.12135,1100,,,Grafikk,0
NG.K&H.A.12136,1100,,,Grafikk,0
NG.K&H.A.12137,1100,,,Grafikk,0
NG.K&H.A.12138,1100,,,Grafikk,0
NG.K&H.A.12139,1100,,,Grafikk,0
NG.K&H.A.12140,1100,,,Grafikk,0
NG.K&H.A.12141,1100,,,Grafikk,0
NG.K&H.A.12142,1100,,,Grafikk,0
NG.K&H.A.12143,1100,,,Grafikk,0
NG.K&H.A.12144,1100,,,Grafikk,0
NG.K&H.A.12145,1100,,,Grafikk,0
NG.K&H.A.12146,1100,,,Grafikk,0
NG.K&H.A.12147,1100,,,Grafikk,0
NG.K&H.A.12148,1100,,,Grafikk,0
NG.K&H.A.12149,1100,,,Grafikk,0
NG.K&H.A.12150,1100,,,Grafikk,0
NG.K&H.A.12151,1100,,,Grafikk,0
NG.K&H.A.12152,1100,,,Grafikk,0
NG.K&H.A.12153,1100,,,Grafikk,0
NG.K&H.A.12154,1100,,,Grafikk,0
NG.K&H.A.12155,1100,,,Grafikk,0
NG.K&H.A.12156,1100,,,Grafikk,0
NG.K&H.A.12157,1100,,,Grafikk,0
NG.K&H.A.12158,1100,,,Grafikk,0
NG.K&H.A.12159,1100,,,Grafikk,0
NG.K&H.A.12160,1100,,,Grafikk,0
NG.K&H.A.12161,1100,,,Grafikk,0
NG.K&H.A.12162,1074,,,Grafikk,0
NG.K&H.A.12163,1074,,,Grafikk,0
NG.K&H.A.12164,1074,,,Grafikk,0
NG.K&H.A.12165,1074,,,Grafikk,0
NG.K&H.A.12166,1074,,,Grafikk,0
NG.K&H.A.12167,1074,,,Grafikk,0
NG.K&H.A.12168,1074,,,Grafikk,0
NG.K&H.A.12169,1074,,,Grafikk,0
NG.K&H.A.12170,1074,,,Grafikk,0
NG.K&H.A.12171,1074,,,Grafikk,0
NG.K&H.A.12172,1074,,,Grafikk,0
NG.K&H.A.12173,1074,,,Grafikk,0
NG.K&H.A.12174,1074,,,Grafikk,0
NG.K&H.A.12175,1074,,,Grafikk,0
NG.K&H.A.12176,1074,,,Grafikk,0
NG.K&H.A.12177,1074,,,Grafikk,0
NG.K&H.A.12178,1074,,,Grafikk,0
NG.K&H.A.12179,1074,,,Grafikk,0
NG.K&H.A.12180,1074,,,Grafikk,0
NG.K&H.A.12181,1074,,,Grafikk,0
NG.K&H.A.12182,1074,,,Grafikk,0
NG.K&H.A.12183,1074,,,Grafikk,0
NG.K&H.A.12184,1074,,,Grafikk,0
NG.K&H.A.12185,1074,,,Grafikk,0
NG.K&H.A.12186,1074,,,Grafikk,0
NG.K&H.A.12187,1074,,,Grafikk,0
NG.K&H.A.12188,1074,,,Grafikk,0
NG.K&H.A.12189,1102,,,Grafikk,0
NG.K&H.A.12190,1732,,,Grafikk,0
NG.K&H.A.12191,1083,,,Grafikk,0
NG.K&H.A.12192,1083,,,Grafikk,0
NG.K&H.A.12193,1083,,,Grafikk,0
NG.K&H.A.12194,1083,,,Grafikk,0
NG.K&H.A.12195,1083,,,Grafikk,0
NG.K&H.A.12196,1083,,,Grafikk,0
NG.K&H.A.12197,1083,,,Grafikk,0
NG.K&H.A.12198,1101,,,Grafikk,0
NG.K&H.A.12200,1061,,,Grafikk,0
NG.K&H.A.12201,1101,,,Grafikk,0
NG.K&H.A.12202,1101,,,Grafikk,0
NG.K&H.A.12203,1101,,,Grafikk,0
NG.K&H.A.12204,1101,,,Grafikk,0
NG.K&H.A.12205,1061,,,Grafikk,0
NG.K&H.A.12206,1061,,,Grafikk,0
NG.K&H.A.12207,1061,,,Grafikk,0
NG.K&H.A.12208,1733,,,Grafikk,0
NG.K&H.A.12209,1076,,,Grafikk,0
NG.K&H.A.12210,1076,,,Grafikk,0
NG.K&H.A.12211,1076,,,Grafikk,0
NG.K&H.A.12212,1076,1648,,Grafikk,0
NG.K&H.A.12213,1076,,,Grafikk,0
NG.K&H.A.12214,1117,,,Grafikk,0
NG.K&H.A.12215,1117,,,Grafikk,0
NG.K&H.A.12216,1336,,,Grafikk,0
NG.K&H.A.12217,1734,,,Grafikk,0
NG.K&H.A.12218,1734,,,Grafikk,0
NG.K&H.A.12219,1734,,,Grafikk,0
NG.K&H.A.12220,1734,,,Grafikk,0
NG.K&H.A.12221,1318,,,Grafikk,0
NG.K&H.A.12222,1318,,,Grafikk,0
NG.K&H.A.12223,1318,,,Grafikk,0
NG.K&H.A.12224,1318,,,Grafikk,0
NG.K&H.A.12225,1318,,,Grafikk,0
NG.K&H.A.12226,1318,,,Grafikk,0
NG.K&H.A.12227,1318,,,Grafikk,0
NG.K&H.A.12229,1060,,,Grafikk,0
NG.K&H.A.12230,1060,,,Grafikk,0
NG.K&H.A.12231,1060,,,Grafikk,0
NG.K&H.A.12232,1060,,,Grafikk,0
NG.K&H.A.12233,1060,,,Grafikk,0
NG.K&H.A.12234,1102,,,Grafikk,0
NG.K&H.A.12235,1107,,,Grafikk,0
NG.K&H.A.12236,1104,,,Grafikk,0
NG.K&H.A.12237,1104,,,Grafikk,0
NG.K&H.A.12238,1696,,,Grafikk,0
NG.K&H.A.12239,1105,,,Grafikk,0
NG.K&H.A.12240,1100,,,Grafikk,0
NG.K&H.A.12241,1107,,,Grafikk,0
NG.K&H.A.12244,1080,,,Grafikk,0
NG.K&H.A.12245,1080,,,Grafikk,0
NG.K&H.A.12246,1080,1648,,Grafikk,0
NG.K&H.A.12247,1080,,,Grafikk,0
NG.K&H.A.12248,1080,,,Grafikk,0
NG.K&H.A.12249,1080,,,Grafikk,0
NG.K&H.A.12250,1080,,,Grafikk,0
NG.K&H.A.12289,1735,,,Grafikk,0
NG.K&H.A.12290,1735,,,Grafikk,0
NG.K&H.A.12292,1533,,,Grafikk,0
NG.K&H.A.12292,1534,,,Grafikk,0
NG.K&H.A.12295,1727,,,Grafikk,0
NG.K&H.A.12296,1727,,,Grafikk,0
NG.K&H.A.12297,1727,,,Grafikk,0
NG.K&H.A.12298,1727,,,Grafikk,0
NG.K&H.A.12299,1727,,,Grafikk,0
NG.K&H.A.12300,1727,,,Grafikk,0
NG.K&H.A.12301,1727,,,Grafikk,0
NG.K&H.A.12302,1727,,,Grafikk,0
NG.K&H.A.12303,1727,,,Grafikk,0
NG.K&H.A.12304,1056,1599,,Grafikk,0
NG.K&H.A.12305,1205,,,Grafikk,0
NG.K&H.A.12306,1617,,,Grafikk,0
NG.K&H.A.12307,1617,,,Grafikk,0
NG.K&H.A.12308,1183,,,Grafikk,0
NG.K&H.A.12309,1183,,,Grafikk,0
NG.K&H.A.12310,1183,,,Grafikk,0
NG.K&H.A.12311,1392,,,Grafikk,0
NG.K&H.A.12312,1382,,,Grafikk,0
NG.K&H.A.12313,1382,,,Grafikk,0
NG.K&H.A.12314,1198,,,Grafikk,0
NG.K&H.A.12315,1199,1627,,Grafikk,0
NG.K&H.A.12316,1399,,,Grafikk,0
NG.K&H.A.12317,1132,,,Grafikk,0
NG.K&H.A.12318,1132,,,Grafikk,0
NG.K&H.A.12319,1132,,,Grafikk,0
NG.K&H.A.12320,1132,,,Grafikk,0
NG.K&H.A.12321,1132,,,Grafikk,0
NG.K&H.A.12322,1132,,,Grafikk,0
NG.K&H.A.12323,1132,,,Grafikk,0
NG.K&H.A.12324,1132,,,Grafikk,0
NG.K&H.A.12325,1132,,,Grafikk,0
NG.K&H.A.12326,1132,,,Grafikk,0
NG.K&H.A.12327,1132,,,Grafikk,0
NG.K&H.A.12329,1183,,,Grafikk,0
NG.K&H.A.12331,1130,,,Grafikk,0
NG.K&H.A.12332,1130,,,Grafikk,0
NG.K&H.A.12333,1089,,,Grafikk,0
NG.K&H.A.12334,1392,1604,,Grafikk,0
NG.K&H.A.12335,1392,1607,,Grafikk,0
NG.K&H.A.12336,1392,1613,,Grafikk,0
NG.K&H.A.12337,1392,1607,,Grafikk,0
NG.K&H.A.12338,1392,1609,,Grafikk,0
NG.K&H.A.12339,1392,1606,,Grafikk,0
NG.K&H.A.12340,1392,1602,,Grafikk,0
NG.K&H.A.12341,1392,1600,,Grafikk,0
NG.K&H.A.12342,1054,,,Grafikk,0
NG.K&H.A.12343,1054,,,Grafikk,0
NG.K&H.A.12345,1116,,,Grafikk,0
NG.K&H.A.12346,1196,,,Grafikk,0
NG.K&H.A.12347,1367,,,Grafikk,0
NG.K&H.A.12348,1197,,,Grafikk,0
NG.K&H.A.12349,1197,,,Grafikk,0
NG.K&H.A.12351,1132,,,Grafikk,0
NG.K&H.A.12352,1132,,,Grafikk,0
NG.K&H.A.12353,1132,,,Grafikk,0
NG.K&H.A.12355,1208,,,Grafikk,0
NG.K&H.A.12356,1208,,,Grafikk,0
NG.K&H.A.12357,1208,,,Grafikk,0
NG.K&H.A.12358,1108,,,Grafikk,0
NG.K&H.A.12359,1399,,,Grafikk,0
NG.K&H.A.12360,1132,,,Grafikk,0
NG.K&H.A.12362,1116,,,Grafikk,0
NG.K&H.A.12363,1116,,,Grafikk,0
NG.K&H.A.12365,1199,,,Grafikk,0
NG.K&H.A.12366,1199,1620,,Grafikk,0
NG.K&H.A.12367,1131,,,Grafikk,0
NG.K&H.A.12368,1120,,,Grafikk,0
NG.K&H.A.12369,1560,,,Grafikk,0
NG.K&H.A.12370,1194,,,Grafikk,0
NG.K&H.A.12371,1583,,,Grafikk,0
NG.K&H.A.12372,1583,1643,,Grafikk,0
NG.K&H.A.12373,1736,,,Grafikk,0
NG.K&H.A.12374,1361,,,Grafikk,0
NG.K&H.A.12375,1132,,,Grafikk,0
NG.K&H.A.12376,1132,,,Grafikk,0
NG.K&H.A.12377,1132,,,Grafikk,0
NG.K&H.A.12378,1208,,,Grafikk,0
NG.K&H.A.12384,1737,,,Grafikk,0
NG.K&H.A.12385,1738,,,Grafikk,0
NG.K&H.A.12386,1738,,,Grafikk,0
NG.K&H.A.12391,1097,,,Grafikk,0
NG.K&H.A.12392,1739,,,Grafikk,0
NG.K&H.A.12393,1096,,,Grafikk,0
NG.K&H.A.12396,1037,,,Grafikk,0
NG.K&H.A.12397,1091,,,Grafikk,0
NG.K&H.A.12398,1740,,,Grafikk,0
NG.K&H.A.12399,1740,,,Grafikk,0
NG.K&H.A.12401,1091,,,Grafikk,0
NG.K&H.A.12402,1091,,,Grafikk,0
NG.K&H.A.12409,1064,,,Grafikk,0
NG.K&H.A.12410,1064,,,Grafikk,0
NG.K&H.A.12411,1064,,,Grafikk,0
NG.K&H.A.12412,1064,,,Grafikk,0
NG.K&H.A.12413,1064,,,Grafikk,0
NG.K&H.A.12414,1064,,,Grafikk,0
NG.K&H.A.12415,1064,,,Grafikk,0
NG.K&H.A.12416,1064,,,Grafikk,0
NG.K&H.A.12417,1064,,,Grafikk,0
NG.K&H.A.12418,1064,,,Grafikk,0
NG.K&H.A.12419,1064,,,Grafikk,0
NG.K&H.A.12420,1064,,,Grafikk,0
NG.K&H.A.12421,1064,,,Grafikk,0
NG.K&H.A.12422,1064,,,Grafikk,0
NG.K&H.A.12423,1064,,,Grafikk,0
NG.K&H.A.12424,1064,,,Grafikk,0
NG.K&H.A.12425,1064,,,Grafikk,0
NG.K&H.A.12426,1064,,,Grafikk,0
NG.K&H.A.12427,1064,,,Grafikk,0
NG.K&H.A.12428,1064,,,Grafikk,0
NG.K&H.A.12429,1064,,,Grafikk,0
NG.K&H.A.12430,1064,,,Grafikk,0
NG.K&H.A.12431,1741,,,Grafikk,0
NG.K&H.A.12432,1741,,,Grafikk,0
NG.K&H.A.12433,1741,,,Grafikk,0
NG.K&H.A.12434,1741,,,Grafikk,0
NG.K&H.A.12435,1742,,,Grafikk,0
NG.K&H.A.12436,1743,,,Grafikk,0
NG.K&H.A.12437,1743,,,Grafikk,0
NG.K&H.A.12438,1072,,,Grafikk,0
NG.K&H.A.12439,1072,1641,,Grafikk,0
NG.K&H.A.12440,1072,,,Grafikk,0
NG.K&H.A.12441,1072,,,Grafikk,0
NG.K&H.A.12442,1072,,,Grafikk,0
NG.K&H.A.12443,1072,,,Grafikk,0
NG.K&H.A.12444,1072,,,Grafikk,0
NG.K&H.A.12445,1072,,,Grafikk,0
NG.K&H.A.12446,1072,,,Grafikk,0
NG.K&H.A.12447,1072,,,Grafikk,0
NG.K&H.A.12448,1072,,,Grafikk,0
NG.K&H.A.12449,1072,,,Grafikk,0
NG.K&H.A.12450,1072,,,Grafikk,0
NG.K&H.A.12451,1744,,,Grafikk,0
NG.K&H.A.12452,1363,,,Grafikk,0
NG.K&H.A.12453,1745,,,Grafikk,0
NG.K&H.A.12454,1018,,,Grafikk,0
NG.K&H.A.12455,1018,,,Grafikk,0
NG.K&H.A.12458,1746,,,Grafikk,0
NG.K&H.A.12463,1747,,,Grafikk,0
NG.K&H.A.12464,1747,,,Grafikk,0
NG.K&H.A.12465,1747,,,Grafikk,0
NG.K&H.A.12466,1748,,,Grafikk,0
NG.K&H.A.12467,1160,,,Grafikk,0
NG.K&H.A.12468,1177,,,Grafikk,0
NG.K&H.A.12469,1004,,,Grafikk,0
NG.K&H.A.12470,1095,,,Grafikk,0
NG.K&H.A.12471,1095,,,Grafikk,0
NG.K&H.A.12472,1095,,,Grafikk,0
NG.K&H.A.12473,1095,,,Grafikk,0
NG.K&H.A.12474,1095,,,Grafikk,0
NG.K&H.A.12475,1095,,,Grafikk,0
NG.K&H.A.12476,1095,,,Grafikk,0
NG.K&H.A.12477,1749,,,Grafikk,0
NG.K&H.A.12478,1072,,,Grafikk,0
NG.K&H.A.12479,1072,,,Grafikk,0
NG.K&H.A.12481,1062,,,Grafikk,0
NG.K&H.A.12482,1062,,,Grafikk,0
NG.K&H.A.12483,1062,,,Grafikk,0
NG.K&H.A.12484,1062,,,Grafikk,0
NG.K&H.A.12485,1062,,,Grafikk,0
NG.K&H.A.12486,1062,,,Grafikk,0
NG.K&H.A.12487,1062,,,Grafikk,0
NG.K&H.A.12488,1062,,,Grafikk,0
NG.K&H.A.12490,1501,1477,,Grafikk,0
NG.K&H.A.12491,1091,,,Grafikk,0
NG.K&H.A.12493,1091,,,Grafikk,0
NG.K&H.A.12495,1091,1518,,Grafikk,0
NG.K&H.A.12496,1750,,,Grafikk,0
NG.K&H.A.12499,1062,,,Grafikk,0
NG.K&H.A.12500,1091,,,Grafikk,0
NG.K&H.A.12501,1091,,,Grafikk,0
NG.K&H.A.12502,1091,,,Grafikk,0
NG.K&H.A.12504,1004,,,Grafikk,0
NG.K&H.A.12505,1062,,,Grafikk,0
NG.K&H.A.12506,1062,,,Grafikk,0
NG.K&H.A.12507,1062,,,Grafikk,0
NG.K&H.A.12508,1062,,,Grafikk,0
NG.K&H.A.12509,1062,,,Grafikk,0
NG.K&H.A.12510,1062,,,Grafikk,0
NG.K&H.A.12511,1062,,,Grafikk,0
NG.K&H.A.12512,1062,,,Grafikk,0
NG.K&H.A.12513,1062,,,Grafikk,0
NG.K&H.A.12514,1062,,,Grafikk,0
NG.K&H.A.12515,1062,,,Grafikk,0
NG.K&H.A.12516,1062,,,Grafikk,0
NG.K&H.A.12517,1062,,,Grafikk,0
NG.K&H.A.12518,1062,,,Grafikk,0
NG.K&H.A.12519,1062,,,Grafikk,0
NG.K&H.A.12520,1062,,,Grafikk,0
NG.K&H.A.12521,1094,,,Grafikk,0
NG.K&H.A.12522,1751,,,Grafikk,0
NG.K&H.A.12523,1751,,,Grafikk,0
NG.K&H.A.12524,1751,,,Grafikk,0
NG.K&H.A.12525,1751,,,Grafikk,0
NG.K&H.A.12529,1752,,,Grafikk,0
NG.K&H.A.12530,1753,,,Grafikk,0
NG.K&H.A.12531,1754,,,Grafikk,0
NG.K&H.A.12532,1754,,,Grafikk,0
NG.K&H.A.12533,1754,,,Grafikk,0
NG.K&H.A.12534,1755,,,Grafikk,0
NG.K&H.A.12535,1065,,,Grafikk,0
NG.K&H.A.12536,1099,,,Grafikk,0
NG.K&H.A.12537,1099,,,Grafikk,0
NG.K&H.A.12538,1099,,,Grafikk,0
NG.K&H.A.12539,1099,,,Grafikk,0
NG.K&H.A.12540,1099,,,Grafikk,0
NG.K&H.A.12541,1099,,,Grafikk,0
NG.K&H.A.12542,1099,,,Grafikk,0
NG.K&H.A.12543,1099,,,Grafikk,0
NG.K&H.A.12544,1099,,,Grafikk,0
NG.K&H.A.12546,1403,,,Grafikk,0
NG.K&H.A.12547,1403,,,Grafikk,0
NG.K&H.A.12548,1403,,,Grafikk,0
NG.K&H.A.12549,1403,,,Grafikk,0
NG.K&H.A.12550,1403,,,Grafikk,0
NG.K&H.A.12551,1449,1775,,Grafikk,0
NG.K&H.A.12553,1742,1594,,Grafikk,0
NG.K&H.A.12554,1742,1594,,Grafikk,0
NG.K&H.A.12559,1065,,,Grafikk,0
NG.K&H.A.12561,1091,,,Grafikk,0
NG.K&H.A.12562,1018,,,Grafikk,0
NG.K&H.A.12563,1756,,,Grafikk,0
NG.K&H.A.12564,1756,,,Grafikk,0
NG.K&H.A.12567,1530,,,Grafikk,0
NG.K&H.A.12574,1757,,,Grafikk,0
NG.K&H.A.12575,1758,,,Grafikk,0
NG.K&H.A.12576,1377,,,Grafikk,0
NG.K&H.A.12581,1759,,,Grafikk,0
NG.K&H.A.12585,1760,1793,,Grafikk,0
NG.K&H.A.12588,1180,,,Grafikk,0
NG.K&H.A.12589,1161,,,Grafikk,0
NG.K&H.A.12592,1761,,,Grafikk,0
NG.K&H.A.12593,1762,,,Grafikk,0
NG.K&H.A.12594,1763,,,Grafikk,0
NG.K&H.A.12597,1174,1763,,Grafikk,0
NG.K&H.A.12598,1174,1763,1890,Grafikk,0
NG.K&H.A.12599,1174,1763,,Grafikk,0
NG.K&H.A.12600,1174,1763,,Grafikk,0
NG.K&H.A.12601,1174,1763,1948,Grafikk,1
NG.K&H.A.12602,1174,1763,,Grafikk,0
NG.K&H.A.12603,1174,,,Grafikk,0
NG.K&H.A.12605,1764,,,Grafikk,0
NG.K&H.A.12606,1756,,,Grafikk,0
NG.K&H.A.12607,1756,,,Grafikk,0
NG.K&H.A.12608,1746,,,Grafikk,0
NG.K&H.A.12609,1746,,,Grafikk,0
NG.K&H.A.12610,1765,,,Grafikk,0
NG.K&H.A.12611,1765,,,Grafikk,0
NG.K&H.A.12612,1746,,,Grafikk,0
NG.K&H.A.12614,1766,,,Grafikk,0
NG.K&H.A.12615,1766,,,Grafikk,0
NG.K&H.A.12619,1243,,,Grafikk,0
NG.K&H.A.12622,1383,,,Grafikk,0
NG.K&H.A.12623,1767,1637,,Grafikk,0
NG.K&H.A.12624,1227,,,Grafikk,0
NG.K&H.A.12625,1362,,,Grafikk,0
NG.K&H.A.12626,1362,,,Grafikk,0
NG.K&H.A.12629,1211,,,Grafikk,0
NG.K&H.A.12631,1385,,,Grafikk,0
NG.K&H.A.12633,1768,,,Grafikk,0
NG.K&H.A.12634,1768,,,Grafikk,0
NG.K&H.A.12636,1769,,,Grafikk,0
NG.K&H.A.12637,1212,,,Grafikk,0
NG.K&H.A.12638,1770,,,Grafikk,0
NG.K&H.A.12639,1771,,,Grafikk,0
NG.K&H.A.12642,1772,,,Grafikk,0
NG.K&H.A.12643,1772,,,Grafikk,0
NG.K&H.A.12644,1227,,,Grafikk,0
NG.K&H.A.12645,1227,,,Grafikk,0
NG.K&H.A.12646,1227,,,Grafikk,0
NG.K&H.A.12647,1227,,,Grafikk,0
NG.K&H.A.12648,1227,,,Grafikk,0
NG.K&H.A.12649,1227,,,Grafikk,0
NG.K&H.A.12650,1246,,,Grafikk,0
NG.K&H.A.12651,1246,,,Grafikk,0
